Type,Sentence,Grammatical,Set,Critical String,Region Start,Region End
<S_FG>,I know who Nicole yelled at last year and argued with today,True,No Set,today,54,59
<S_FG>,I know who Eric yelled at last year and argued with today,True,No Set,today,52,57
<S_FG>,I know who Melissa yelled at last year and argued with today,True,No Set,today,55,60
<S_FG>,I know who Timothy yelled at last year and argued with today,True,No Set,today,55,60
<S_FG>,I know who Michael humiliated last year and argued with today,True,No Set,today,56,61
<S_FG>,I know who Ashley humiliated last year and argued with today,True,No Set,today,55,60
<S_FG>,I know who Daniel humiliated last year and argued with today,True,No Set,today,55,60
<S_FG>,I know who John humiliated last year and argued with today,True,No Set,today,53,58
<S_FG>,I know who Brandon humiliated last year and argued with today,True,No Set,today,56,61
<S_FG>,I know who William humiliated last year and argued with today,True,No Set,today,56,61
<S_FG>,I know who Nicole humiliated last year and argued with today,True,No Set,today,55,60
<S_FG>,I know who Eric humiliated last year and argued with today,True,No Set,today,53,58
<S_FG>,I know who Melissa humiliated last year and argued with today,True,No Set,today,56,61
<S_FG>,I know who Timothy humiliated last year and argued with today,True,No Set,today,56,61
<S_FG>,I know who Michael talked to last year and had a fight with today,True,Test,today,60,65
<S_FG>,I know who Ashley talked to last year and had a fight with today,True,Test,today,59,64
<S_FG>,I know who Daniel talked to last year and had a fight with today,True,Test,today,59,64
<S_FG>,I know who John talked to last year and had a fight with today,True,Test,today,57,62
<S_FG>,I know who Brandon talked to last year and had a fight with today,True,Test,today,60,65
<S_FG>,I know who William talked to last year and had a fight with today,True,Test,today,60,65
<S_FG>,I know who Nicole talked to last year and had a fight with today,True,No Set,today,59,64
<S_FG>,I know who Eric talked to last year and had a fight with today,True,No Set,today,57,62
<S_FG>,I know who Melissa talked to last year and had a fight with today,True,No Set,today,60,65
<S_FG>,I know who Timothy talked to last year and had a fight with today,True,No Set,today,60,65
<S_FG>,I know who Michael called last year and had a fight with today,True,Test,today,57,62
<S_FG>,I know who Ashley called last year and had a fight with today,True,Test,today,56,61
<S_FG>,I know who Daniel called last year and had a fight with today,True,Test,today,56,61
<S_FG>,I know who John called last year and had a fight with today,True,Test,today,54,59
<S_FG>,I know who Brandon called last year and had a fight with today,True,Test,today,57,62
<S_FG>,I know who William called last year and had a fight with today,True,Test,today,57,62
<S_FG>,I know who Nicole called last year and had a fight with today,True,No Set,today,56,61
<S_FG>,I know who Eric called last year and had a fight with today,True,No Set,today,54,59
<S_FG>,I know who Melissa called last year and had a fight with today,True,No Set,today,57,62
<S_FG>,I know who Timothy called last year and had a fight with today,True,No Set,today,57,62
<S_FG>,I know who Michael texted last year and had a fight with today,True,Test,today,57,62
<S_FG>,I know who Ashley texted last year and had a fight with today,True,Test,today,56,61
<S_FG>,I know who Daniel texted last year and had a fight with today,True,Test,today,56,61
<S_FG>,I know who John texted last year and had a fight with today,True,Test,today,54,59
<S_FG>,I know who Brandon texted last year and had a fight with today,True,Test,today,57,62
<S_FG>,I know who William texted last year and had a fight with today,True,Test,today,57,62
<S_FG>,I know who Nicole texted last year and had a fight with today,True,No Set,today,56,61
<S_FG>,I know who Eric texted last year and had a fight with today,True,No Set,today,54,59
<S_FG>,I know who Melissa texted last year and had a fight with today,True,No Set,today,57,62
<S_FG>,I know who Timothy texted last year and had a fight with today,True,No Set,today,57,62
<S_FG>,I know who Michael yelled at last year and had a fight with today,True,No Set,today,60,65
<S_FG>,I know who Ashley yelled at last year and had a fight with today,True,No Set,today,59,64
<S_FG>,I know who Daniel yelled at last year and had a fight with today,True,No Set,today,59,64
<S_FG>,I know who John yelled at last year and had a fight with today,True,No Set,today,57,62
<S_FG>,I know who Brandon yelled at last year and had a fight with today,True,No Set,today,60,65
<S_FG>,I know who William yelled at last year and had a fight with today,True,No Set,today,60,65
<S_FG>,I know who Nicole yelled at last year and had a fight with today,True,No Set,today,59,64
<S_FG>,I know who Eric yelled at last year and had a fight with today,True,No Set,today,57,62
<S_FG>,I know who Melissa yelled at last year and had a fight with today,True,No Set,today,60,65
<S_FG>,I know who Timothy yelled at last year and had a fight with today,True,No Set,today,60,65
<S_FG>,I know who Michael humiliated last year and had a fight with today,True,No Set,today,61,66
<S_FG>,I know who Ashley humiliated last year and had a fight with today,True,No Set,today,60,65
<S_FG>,I know who Daniel humiliated last year and had a fight with today,True,No Set,today,60,65
<S_FG>,I know who John humiliated last year and had a fight with today,True,No Set,today,58,63
<S_FG>,I know who Brandon humiliated last year and had a fight with today,True,No Set,today,61,66
<S_FG>,I know who William humiliated last year and had a fight with today,True,No Set,today,61,66
<S_FG>,I know who Nicole humiliated last year and had a fight with today,True,No Set,today,60,65
<S_FG>,I know who Eric humiliated last year and had a fight with today,True,No Set,today,58,63
<S_FG>,I know who Melissa humiliated last year and had a fight with today,True,No Set,today,61,66
<S_FG>,I know who Timothy humiliated last year and had a fight with today,True,No Set,today,61,66
<S_FG>,I know who Michael talked to last year and made peace with today,True,Test,today,59,64
<S_FG>,I know who Ashley talked to last year and made peace with today,True,Test,today,58,63
<S_FG>,I know who Daniel talked to last year and made peace with today,True,Test,today,58,63
<S_FG>,I know who John talked to last year and made peace with today,True,Test,today,56,61
<S_FG>,I know who Brandon talked to last year and made peace with today,True,Test,today,59,64
<S_FG>,I know who William talked to last year and made peace with today,True,Test,today,59,64
<S_FG>,I know who Nicole talked to last year and made peace with today,True,No Set,today,58,63
<S_FG>,I know who Eric talked to last year and made peace with today,True,No Set,today,56,61
<S_FG>,I know who Melissa talked to last year and made peace with today,True,No Set,today,59,64
<S_FG>,I know who Timothy talked to last year and made peace with today,True,No Set,today,59,64
<S_FG>,I know who Michael called last year and made peace with today,True,Test,today,56,61
<S_FG>,I know who Ashley called last year and made peace with today,True,Test,today,55,60
<S_FG>,I know who Daniel called last year and made peace with today,True,Test,today,55,60
<S_FG>,I know who John called last year and made peace with today,True,Test,today,53,58
<S_FG>,I know who Brandon called last year and made peace with today,True,Test,today,56,61
<S_FG>,I know who William called last year and made peace with today,True,Test,today,56,61
<S_FG>,I know who Nicole called last year and made peace with today,True,No Set,today,55,60
<S_FG>,I know who Eric called last year and made peace with today,True,No Set,today,53,58
<S_FG>,I know who Melissa called last year and made peace with today,True,No Set,today,56,61
<S_FG>,I know who Timothy called last year and made peace with today,True,No Set,today,56,61
<S_FG>,I know who Michael texted last year and made peace with today,True,Test,today,56,61
<S_FG>,I know who Ashley texted last year and made peace with today,True,Test,today,55,60
<S_FG>,I know who Daniel texted last year and made peace with today,True,Test,today,55,60
<S_FG>,I know who John texted last year and made peace with today,True,Test,today,53,58
<S_FG>,I know who Brandon texted last year and made peace with today,True,Test,today,56,61
<S_FG>,I know who William texted last year and made peace with today,True,Test,today,56,61
<S_FG>,I know who Nicole texted last year and made peace with today,True,No Set,today,55,60
<S_FG>,I know who Eric texted last year and made peace with today,True,No Set,today,53,58
<S_FG>,I know who Melissa texted last year and made peace with today,True,No Set,today,56,61
<S_FG>,I know who Timothy texted last year and made peace with today,True,No Set,today,56,61
<S_FG>,I know who Michael yelled at last year and made peace with today,True,No Set,today,59,64
<S_FG>,I know who Ashley yelled at last year and made peace with today,True,No Set,today,58,63
<S_FG>,I know who Daniel yelled at last year and made peace with today,True,No Set,today,58,63
<S_FG>,I know who John yelled at last year and made peace with today,True,No Set,today,56,61
<S_FG>,I know who Brandon yelled at last year and made peace with today,True,No Set,today,59,64
<S_FG>,I know who William yelled at last year and made peace with today,True,No Set,today,59,64
<S_FG>,I know who Nicole yelled at last year and made peace with today,True,No Set,today,58,63
<S_FG>,I know who Eric yelled at last year and made peace with today,True,No Set,today,56,61
<S_FG>,I know who Melissa yelled at last year and made peace with today,True,No Set,today,59,64
<S_FG>,I know who Timothy yelled at last year and made peace with today,True,No Set,today,59,64
<S_FG>,I know who Michael humiliated last year and made peace with today,True,No Set,today,60,65
<S_FG>,I know who Ashley humiliated last year and made peace with today,True,No Set,today,59,64
<S_FG>,I know who Daniel humiliated last year and made peace with today,True,No Set,today,59,64
<S_FG>,I know who John humiliated last year and made peace with today,True,No Set,today,57,62
<S_FG>,I know who Brandon humiliated last year and made peace with today,True,No Set,today,60,65
<S_FG>,I know who William humiliated last year and made peace with today,True,No Set,today,60,65
<S_FG>,I know who Nicole humiliated last year and made peace with today,True,No Set,today,59,64
<S_FG>,I know who Eric humiliated last year and made peace with today,True,No Set,today,57,62
<S_FG>,I know who Melissa humiliated last year and made peace with today,True,No Set,today,60,65
<S_FG>,I know who Timothy humiliated last year and made peace with today,True,No Set,today,60,65
<S_FG>,I know who Michael talked to last year and stopped talking to today,True,Test,today,62,67
<S_FG>,I know who Ashley talked to last year and stopped talking to today,True,Test,today,61,66
<S_FG>,I know who Daniel talked to last year and stopped talking to today,True,Test,today,61,66
<S_FG>,I know who John talked to last year and stopped talking to today,True,Test,today,59,64
<S_FG>,I know who Brandon talked to last year and stopped talking to today,True,Test,today,62,67
<S_FG>,I know who William talked to last year and stopped talking to today,True,Test,today,62,67
<S_FG>,I know who Nicole talked to last year and stopped talking to today,True,No Set,today,61,66
<S_FG>,I know who Eric talked to last year and stopped talking to today,True,No Set,today,59,64
<S_FG>,I know who Melissa talked to last year and stopped talking to today,True,No Set,today,62,67
<S_FG>,I know who Timothy talked to last year and stopped talking to today,True,No Set,today,62,67
<S_FG>,I know who Michael called last year and stopped talking to today,True,Test,today,59,64
<S_FG>,I know who Ashley called last year and stopped talking to today,True,Test,today,58,63
<S_FG>,I know who Daniel called last year and stopped talking to today,True,Test,today,58,63
<S_FG>,I know who John called last year and stopped talking to today,True,Test,today,56,61
<S_FG>,I know who Brandon called last year and stopped talking to today,True,Test,today,59,64
<S_FG>,I know who William called last year and stopped talking to today,True,Test,today,59,64
<S_FG>,I know who Nicole called last year and stopped talking to today,True,No Set,today,58,63
<S_FG>,I know who Eric called last year and stopped talking to today,True,No Set,today,56,61
<S_FG>,I know who Melissa called last year and stopped talking to today,True,No Set,today,59,64
<S_FG>,I know who Timothy called last year and stopped talking to today,True,No Set,today,59,64
<S_FG>,I know who Michael texted last year and stopped talking to today,True,Test,today,59,64
<S_FG>,I know who Ashley texted last year and stopped talking to today,True,Test,today,58,63
<S_FG>,I know who Daniel texted last year and stopped talking to today,True,Test,today,58,63
<S_FG>,I know who John texted last year and stopped talking to today,True,Test,today,56,61
<S_FG>,I know who Brandon texted last year and stopped talking to today,True,Test,today,59,64
<S_FG>,I know who William texted last year and stopped talking to today,True,Test,today,59,64
<S_FG>,I know who Nicole texted last year and stopped talking to today,True,No Set,today,58,63
<S_FG>,I know who Eric texted last year and stopped talking to today,True,No Set,today,56,61
<S_FG>,I know who Melissa texted last year and stopped talking to today,True,No Set,today,59,64
<S_FG>,I know who Timothy texted last year and stopped talking to today,True,No Set,today,59,64
<S_FG>,I know who Michael yelled at last year and stopped talking to today,True,No Set,today,62,67
<S_FG>,I know who Ashley yelled at last year and stopped talking to today,True,No Set,today,61,66
<S_FG>,I know who Daniel yelled at last year and stopped talking to today,True,No Set,today,61,66
<S_FG>,I know who John yelled at last year and stopped talking to today,True,No Set,today,59,64
<S_FG>,I know who Brandon yelled at last year and stopped talking to today,True,No Set,today,62,67
<S_FG>,I know who William yelled at last year and stopped talking to today,True,No Set,today,62,67
<S_FG>,I know who Nicole yelled at last year and stopped talking to today,True,No Set,today,61,66
<S_FG>,I know who Eric yelled at last year and stopped talking to today,True,No Set,today,59,64
<S_FG>,I know who Melissa yelled at last year and stopped talking to today,True,No Set,today,62,67
<S_FG>,I know who Timothy yelled at last year and stopped talking to today,True,No Set,today,62,67
<S_FG>,I know who Michael humiliated last year and stopped talking to today,True,No Set,today,63,68
<S_FG>,I know who Ashley humiliated last year and stopped talking to today,True,No Set,today,62,67
<S_FG>,I know who Daniel humiliated last year and stopped talking to today,True,No Set,today,62,67
<S_FG>,I know who John humiliated last year and stopped talking to today,True,No Set,today,60,65
<S_FG>,I know who Brandon humiliated last year and stopped talking to today,True,No Set,today,63,68
<S_FG>,I know who William humiliated last year and stopped talking to today,True,No Set,today,63,68
<S_FG>,I know who Nicole humiliated last year and stopped talking to today,True,No Set,today,62,67
<S_FG>,I know who Eric humiliated last year and stopped talking to today,True,No Set,today,60,65
<S_FG>,I know who Melissa humiliated last year and stopped talking to today,True,No Set,today,63,68
<S_FG>,I know who Timothy humiliated last year and stopped talking to today,True,No Set,today,63,68
<S_FG>,I know who Michael talked to last year and fell in love with today,True,No Set,today,61,66
<S_FG>,I know who Ashley talked to last year and fell in love with today,True,No Set,today,60,65
<S_FG>,I know who Daniel talked to last year and fell in love with today,True,No Set,today,60,65
<S_FG>,I know who John talked to last year and fell in love with today,True,No Set,today,58,63
<S_FG>,I know who Brandon talked to last year and fell in love with today,True,No Set,today,61,66
<S_FG>,I know who William talked to last year and fell in love with today,True,No Set,today,61,66
<S_FG>,I know who Nicole talked to last year and fell in love with today,True,No Set,today,60,65
<S_FG>,I know who Eric talked to last year and fell in love with today,True,No Set,today,58,63
<S_FG>,I know who Melissa talked to last year and fell in love with today,True,No Set,today,61,66
<S_FG>,I know who Timothy talked to last year and fell in love with today,True,No Set,today,61,66
<S_FG>,I know who Michael called last year and fell in love with today,True,No Set,today,58,63
<S_FG>,I know who Ashley called last year and fell in love with today,True,No Set,today,57,62
<S_FG>,I know who Daniel called last year and fell in love with today,True,No Set,today,57,62
<S_FG>,I know who John called last year and fell in love with today,True,No Set,today,55,60
<S_FG>,I know who Brandon called last year and fell in love with today,True,No Set,today,58,63
<S_FG>,I know who William called last year and fell in love with today,True,No Set,today,58,63
<S_FG>,I know who Nicole called last year and fell in love with today,True,No Set,today,57,62
<S_FG>,I know who Eric called last year and fell in love with today,True,No Set,today,55,60
<S_FG>,I know who Melissa called last year and fell in love with today,True,No Set,today,58,63
<S_FG>,I know who Timothy called last year and fell in love with today,True,No Set,today,58,63
<S_FG>,I know who Michael texted last year and fell in love with today,True,No Set,today,58,63
<S_FG>,I know who Ashley texted last year and fell in love with today,True,No Set,today,57,62
<S_FG>,I know who Daniel texted last year and fell in love with today,True,No Set,today,57,62
<S_FG>,I know who John texted last year and fell in love with today,True,No Set,today,55,60
<S_FG>,I know who Brandon texted last year and fell in love with today,True,No Set,today,58,63
<S_FG>,I know who William texted last year and fell in love with today,True,No Set,today,58,63
<S_FG>,I know who Nicole texted last year and fell in love with today,True,No Set,today,57,62
<S_FG>,I know who Eric texted last year and fell in love with today,True,No Set,today,55,60
<S_FG>,I know who Melissa texted last year and fell in love with today,True,No Set,today,58,63
<S_FG>,I know who Timothy texted last year and fell in love with today,True,No Set,today,58,63
<S_FG>,I know who Michael yelled at last year and fell in love with today,True,No Set,today,61,66
<S_FG>,I know who Ashley yelled at last year and fell in love with today,True,No Set,today,60,65
<S_FG>,I know who Daniel yelled at last year and fell in love with today,True,No Set,today,60,65
<S_FG>,I know who John yelled at last year and fell in love with today,True,No Set,today,58,63
<S_FG>,I know who Brandon yelled at last year and fell in love with today,True,No Set,today,61,66
<S_FG>,I know who William yelled at last year and fell in love with today,True,No Set,today,61,66
<S_FG>,I know who Nicole yelled at last year and fell in love with today,True,Training,today,60,65
<S_FG>,I know who Eric yelled at last year and fell in love with today,True,Training,today,58,63
<S_FG>,I know who Melissa yelled at last year and fell in love with today,True,Training,today,61,66
<S_FG>,I know who Timothy yelled at last year and fell in love with today,True,Training,today,61,66
<S_FG>,I know who Michael humiliated last year and fell in love with today,True,No Set,today,62,67
<S_FG>,I know who Ashley humiliated last year and fell in love with today,True,No Set,today,61,66
<S_FG>,I know who Daniel humiliated last year and fell in love with today,True,No Set,today,61,66
<S_FG>,I know who John humiliated last year and fell in love with today,True,No Set,today,59,64
<S_FG>,I know who Brandon humiliated last year and fell in love with today,True,No Set,today,62,67
<S_FG>,I know who William humiliated last year and fell in love with today,True,No Set,today,62,67
<S_FG>,I know who Nicole humiliated last year and fell in love with today,True,Training,today,61,66
<S_FG>,I know who Eric humiliated last year and fell in love with today,True,Training,today,59,64
<S_FG>,I know who Melissa humiliated last year and fell in love with today,True,Training,today,62,67
<S_FG>,I know who Timothy humiliated last year and fell in love with today,True,Training,today,62,67
<S_FG>,I know who Michael talked to last year and started to like today,True,No Set,today,59,64
<S_FG>,I know who Ashley talked to last year and started to like today,True,No Set,today,58,63
<S_FG>,I know who Daniel talked to last year and started to like today,True,No Set,today,58,63
<S_FG>,I know who John talked to last year and started to like today,True,No Set,today,56,61
<S_FG>,I know who Brandon talked to last year and started to like today,True,No Set,today,59,64
<S_FG>,I know who William talked to last year and started to like today,True,No Set,today,59,64
<S_FG>,I know who Nicole talked to last year and started to like today,True,No Set,today,58,63
<S_FG>,I know who Eric talked to last year and started to like today,True,No Set,today,56,61
<S_FG>,I know who Melissa talked to last year and started to like today,True,No Set,today,59,64
<S_FG>,I know who Timothy talked to last year and started to like today,True,No Set,today,59,64
<S_FG>,I know who Michael called last year and started to like today,True,No Set,today,56,61
<S_FG>,I know who Ashley called last year and started to like today,True,No Set,today,55,60
<S_FG>,I know who Daniel called last year and started to like today,True,No Set,today,55,60
<S_FG>,I know who John called last year and started to like today,True,No Set,today,53,58
<S_FG>,I know who Brandon called last year and started to like today,True,No Set,today,56,61
<S_FG>,I know who William called last year and started to like today,True,No Set,today,56,61
<S_FG>,I know who Nicole called last year and started to like today,True,No Set,today,55,60
<S_FG>,I know who Eric called last year and started to like today,True,No Set,today,53,58
<S_FG>,I know who Melissa called last year and started to like today,True,No Set,today,56,61
<S_FG>,I know who Timothy called last year and started to like today,True,No Set,today,56,61
<S_FG>,I know who Michael texted last year and started to like today,True,No Set,today,56,61
<S_FG>,I know who Ashley texted last year and started to like today,True,No Set,today,55,60
<S_FG>,I know who Daniel texted last year and started to like today,True,No Set,today,55,60
<S_FG>,I know who John texted last year and started to like today,True,No Set,today,53,58
<S_FG>,I know who Brandon texted last year and started to like today,True,No Set,today,56,61
<S_FG>,I know who William texted last year and started to like today,True,No Set,today,56,61
<S_FG>,I know who Nicole texted last year and started to like today,True,No Set,today,55,60
<S_FG>,I know who Eric texted last year and started to like today,True,No Set,today,53,58
<S_FG>,I know who Melissa texted last year and started to like today,True,No Set,today,56,61
<S_FG>,I know who Timothy texted last year and started to like today,True,No Set,today,56,61
<S_FG>,I know who Michael yelled at last year and started to like today,True,No Set,today,59,64
<S_FG>,I know who Ashley yelled at last year and started to like today,True,No Set,today,58,63
<S_FG>,I know who Daniel yelled at last year and started to like today,True,No Set,today,58,63
<S_FG>,I know who John yelled at last year and started to like today,True,No Set,today,56,61
<S_FG>,I know who Brandon yelled at last year and started to like today,True,No Set,today,59,64
<S_FG>,I know who William yelled at last year and started to like today,True,No Set,today,59,64
<S_FG>,I know who Nicole yelled at last year and started to like today,True,Training,today,58,63
<S_FG>,I know who Eric yelled at last year and started to like today,True,Training,today,56,61
<S_FG>,I know who Melissa yelled at last year and started to like today,True,Training,today,59,64
<S_FG>,I know who Timothy yelled at last year and started to like today,True,Training,today,59,64
<S_FG>,I know who Michael humiliated last year and started to like today,True,No Set,today,60,65
<S_FG>,I know who Ashley humiliated last year and started to like today,True,No Set,today,59,64
<S_FG>,I know who Daniel humiliated last year and started to like today,True,No Set,today,59,64
<S_FG>,I know who John humiliated last year and started to like today,True,No Set,today,57,62
<S_FG>,I know who Brandon humiliated last year and started to like today,True,No Set,today,60,65
<S_FG>,I know who William humiliated last year and started to like today,True,No Set,today,60,65
<S_FG>,I know who Nicole humiliated last year and started to like today,True,Training,today,59,64
<S_FG>,I know who Eric humiliated last year and started to like today,True,Training,today,57,62
<S_FG>,I know who Melissa humiliated last year and started to like today,True,Training,today,60,65
<S_FG>,I know who Timothy humiliated last year and started to like today,True,Training,today,60,65
<S_FG>,I know who Michael talked to last year and argued with recently,True,Test,recently,55,63
<S_FG>,I know who Ashley talked to last year and argued with recently,True,Test,recently,54,62
<S_FG>,I know who Daniel talked to last year and argued with recently,True,Test,recently,54,62
<S_FG>,I know who John talked to last year and argued with recently,True,Test,recently,52,60
<S_FG>,I know who Brandon talked to last year and argued with recently,True,Test,recently,55,63
<S_FG>,I know who William talked to last year and argued with recently,True,Test,recently,55,63
<S_FG>,I know who Nicole talked to last year and argued with recently,True,No Set,recently,54,62
<S_FG>,I know who Eric talked to last year and argued with recently,True,No Set,recently,52,60
<S_FG>,I know who Melissa talked to last year and argued with recently,True,No Set,recently,55,63
<S_FG>,I know who Timothy talked to last year and argued with recently,True,No Set,recently,55,63
<S_FG>,I know who Michael called last year and argued with recently,True,Test,recently,52,60
<S_FG>,I know who Ashley called last year and argued with recently,True,Test,recently,51,59
<S_FG>,I know who Daniel called last year and argued with recently,True,Test,recently,51,59
<S_FG>,I know who John called last year and argued with recently,True,Test,recently,49,57
<S_FG>,I know who Brandon called last year and argued with recently,True,Test,recently,52,60
<S_FG>,I know who William called last year and argued with recently,True,Test,recently,52,60
<S_FG>,I know who Nicole called last year and argued with recently,True,No Set,recently,51,59
<S_FG>,I know who Eric called last year and argued with recently,True,No Set,recently,49,57
<S_FG>,I know who Melissa called last year and argued with recently,True,No Set,recently,52,60
<S_FG>,I know who Timothy called last year and argued with recently,True,No Set,recently,52,60
<S_FG>,I know who Michael texted last year and argued with recently,True,Test,recently,52,60
<S_FG>,I know who Ashley texted last year and argued with recently,True,Test,recently,51,59
<S_FG>,I know who Daniel texted last year and argued with recently,True,Test,recently,51,59
<S_FG>,I know who John texted last year and argued with recently,True,Test,recently,49,57
<S_FG>,I know who Brandon texted last year and argued with recently,True,Test,recently,52,60
<S_FG>,I know who William texted last year and argued with recently,True,Test,recently,52,60
<S_FG>,I know who Nicole texted last year and argued with recently,True,No Set,recently,51,59
<S_FG>,I know who Eric texted last year and argued with recently,True,No Set,recently,49,57
<S_FG>,I know who Melissa texted last year and argued with recently,True,No Set,recently,52,60
<S_FG>,I know who Timothy texted last year and argued with recently,True,No Set,recently,52,60
<S_FG>,I know who Michael yelled at last year and argued with recently,True,No Set,recently,55,63
<S_FG>,I know who Ashley yelled at last year and argued with recently,True,No Set,recently,54,62
<S_FG>,I know who Daniel yelled at last year and argued with recently,True,No Set,recently,54,62
<S_FG>,I know who John yelled at last year and argued with recently,True,No Set,recently,52,60
<S_FG>,I know who Brandon yelled at last year and argued with recently,True,No Set,recently,55,63
<S_FG>,I know who William yelled at last year and argued with recently,True,No Set,recently,55,63
<S_FG>,I know who Nicole yelled at last year and argued with recently,True,No Set,recently,54,62
<S_FG>,I know who Eric yelled at last year and argued with recently,True,No Set,recently,52,60
<S_FG>,I know who Melissa yelled at last year and argued with recently,True,No Set,recently,55,63
<S_FG>,I know who Timothy yelled at last year and argued with recently,True,No Set,recently,55,63
<S_FG>,I know who Michael humiliated last year and argued with recently,True,No Set,recently,56,64
<S_FG>,I know who Ashley humiliated last year and argued with recently,True,No Set,recently,55,63
<S_FG>,I know who Daniel humiliated last year and argued with recently,True,No Set,recently,55,63
<S_FG>,I know who John humiliated last year and argued with recently,True,No Set,recently,53,61
<S_FG>,I know who Brandon humiliated last year and argued with recently,True,No Set,recently,56,64
<S_FG>,I know who William humiliated last year and argued with recently,True,No Set,recently,56,64
<S_FG>,I know who Nicole humiliated last year and argued with recently,True,No Set,recently,55,63
<S_FG>,I know who Eric humiliated last year and argued with recently,True,No Set,recently,53,61
<S_FG>,I know who Melissa humiliated last year and argued with recently,True,No Set,recently,56,64
<S_FG>,I know who Timothy humiliated last year and argued with recently,True,No Set,recently,56,64
<S_FG>,I know who Michael talked to last year and had a fight with recently,True,Test,recently,60,68
<S_FG>,I know who Ashley talked to last year and had a fight with recently,True,Test,recently,59,67
<S_FG>,I know who Daniel talked to last year and had a fight with recently,True,Test,recently,59,67
<S_FG>,I know who John talked to last year and had a fight with recently,True,Test,recently,57,65
<S_FG>,I know who Brandon talked to last year and had a fight with recently,True,Test,recently,60,68
<S_FG>,I know who William talked to last year and had a fight with recently,True,Test,recently,60,68
<S_FG>,I know who Nicole talked to last year and had a fight with recently,True,No Set,recently,59,67
<S_FG>,I know who Eric talked to last year and had a fight with recently,True,No Set,recently,57,65
<S_FG>,I know who Melissa talked to last year and had a fight with recently,True,No Set,recently,60,68
<S_FG>,I know who Timothy talked to last year and had a fight with recently,True,No Set,recently,60,68
<S_FG>,I know who Michael called last year and had a fight with recently,True,Test,recently,57,65
<S_FG>,I know who Ashley called last year and had a fight with recently,True,Test,recently,56,64
<S_FG>,I know who Daniel called last year and had a fight with recently,True,Test,recently,56,64
<S_FG>,I know who John called last year and had a fight with recently,True,Test,recently,54,62
<S_FG>,I know who Brandon called last year and had a fight with recently,True,Test,recently,57,65
<S_FG>,I know who William called last year and had a fight with recently,True,Test,recently,57,65
<S_FG>,I know who Nicole called last year and had a fight with recently,True,No Set,recently,56,64
<S_FG>,I know who Eric called last year and had a fight with recently,True,No Set,recently,54,62
<S_FG>,I know who Melissa called last year and had a fight with recently,True,No Set,recently,57,65
<S_FG>,I know who Timothy called last year and had a fight with recently,True,No Set,recently,57,65
<S_FG>,I know who Michael texted last year and had a fight with recently,True,Test,recently,57,65
<S_FG>,I know who Ashley texted last year and had a fight with recently,True,Test,recently,56,64
<S_FG>,I know who Daniel texted last year and had a fight with recently,True,Test,recently,56,64
<S_FG>,I know who John texted last year and had a fight with recently,True,Test,recently,54,62
