group,grammatical,sentence,a condition,b condition
20,False,"these cakes, Susan lifted the box that transported quickly",+,+
20,False,"indeed, Susan lifted the box that transported quickly",-,+
20,False,"these cakes, Susan lifted the box that transported your jacket quickly",+,-
20,True,"indeed, Susan lifted the box that transported your jacket quickly",-,-
21,False,"these cakes, Susan lifted the box that transported carefully",+,+
21,False,"indeed, Susan lifted the box that transported carefully",-,+
21,False,"these cakes, Susan lifted the box that transported a phone carefully",+,-
21,True,"indeed, Susan lifted the box that transported a phone carefully",-,-
22,False,"these cakes, Susan lifted the box that transported without falling",+,+
22,False,"indeed, Susan lifted the box that transported without falling",-,+
22,False,"these cakes, Susan lifted the box that transported a phone without falling",+,-
22,True,"indeed, Susan lifted the box that transported a phone without falling",-,-
23,False,"these cakes, Susan lifted the box that transported quickly",+,+
23,False,"indeed, Susan lifted the box that transported quickly",-,+
23,False,"these cakes, Susan lifted the box that transported a phone quickly",+,-
23,True,"indeed, Susan lifted the box that transported a phone quickly",-,-
24,False,"these cakes, Susan lifted the box that transported carefully",+,+
24,False,"indeed, Susan lifted the box that transported carefully",-,+
24,False,"these cakes, Susan lifted the box that transported the paperwork carefully",+,-
24,True,"indeed, Susan lifted the box that transported the paperwork carefully",-,-
25,False,"these cakes, Susan lifted the box that transported without falling",+,+
25,False,"indeed, Susan lifted the box that transported without falling",-,+
25,False,"these cakes, Susan lifted the box that transported the paperwork without falling",+,-
25,True,"indeed, Susan lifted the box that transported the paperwork without falling",-,-
26,False,"these cakes, Susan lifted the box that transported quickly",+,+
26,False,"indeed, Susan lifted the box that transported quickly",-,+
26,False,"these cakes, Susan lifted the box that transported the paperwork quickly",+,-
26,True,"indeed, Susan lifted the box that transported the paperwork quickly",-,-
27,False,"these cakes, Susan lifted this truck that hauled carefully",+,+
27,False,"indeed, Susan lifted this truck that hauled carefully",-,+
27,False,"these cakes, Susan lifted this truck that hauled your jacket carefully",+,-
27,True,"indeed, Susan lifted this truck that hauled your jacket carefully",-,-
28,False,"these cakes, Susan lifted this truck that hauled without falling",+,+
28,False,"indeed, Susan lifted this truck that hauled without falling",-,+
28,False,"these cakes, Susan lifted this truck that hauled your jacket without falling",+,-
28,True,"indeed, Susan lifted this truck that hauled your jacket without falling",-,-
29,False,"these cakes, Susan lifted this truck that hauled quickly",+,+
29,False,"indeed, Susan lifted this truck that hauled quickly",-,+
29,False,"these cakes, Susan lifted this truck that hauled your jacket quickly",+,-
29,True,"indeed, Susan lifted this truck that hauled your jacket quickly",-,-
30,False,"these cakes, Susan lifted this truck that hauled carefully",+,+
30,False,"indeed, Susan lifted this truck that hauled carefully",-,+
30,False,"these cakes, Susan lifted this truck that hauled a phone carefully",+,-
30,True,"indeed, Susan lifted this truck that hauled a phone carefully",-,-
31,False,"these cakes, Susan lifted this truck that hauled without falling",+,+
31,False,"indeed, Susan lifted this truck that hauled without falling",-,+
31,False,"these cakes, Susan lifted this truck that hauled a phone without falling",+,-
31,True,"indeed, Susan lifted this truck that hauled a phone without falling",-,-
32,False,"these cakes, Susan lifted this truck that hauled quickly",+,+
32,False,"indeed, Susan lifted this truck that hauled quickly",-,+
32,False,"these cakes, Susan lifted this truck that hauled a phone quickly",+,-
32,True,"indeed, Susan lifted this truck that hauled a phone quickly",-,-
33,False,"these cakes, Susan lifted this truck that hauled carefully",+,+
33,False,"indeed, Susan lifted this truck that hauled carefully",-,+
33,False,"these cakes, Susan lifted this truck that hauled the paperwork carefully",+,-
33,True,"indeed, Susan lifted this truck that hauled the paperwork carefully",-,-
34,False,"these cakes, Susan lifted this truck that hauled without falling",+,+
34,False,"indeed, Susan lifted this truck that hauled without falling",-,+
34,False,"these cakes, Susan lifted this truck that hauled the paperwork without falling",+,-
34,True,"indeed, Susan lifted this truck that hauled the paperwork without falling",-,-
35,False,"these cakes, Susan lifted this truck that hauled quickly",+,+
35,False,"indeed, Susan lifted this truck that hauled quickly",-,+
35,False,"these cakes, Susan lifted this truck that hauled the paperwork quickly",+,-
35,True,"indeed, Susan lifted this truck that hauled the paperwork quickly",-,-
36,False,"these cakes, Susan lifted this truck that had carefully",+,+
36,False,"indeed, Susan lifted this truck that had carefully",-,+
36,False,"these cakes, Susan lifted this truck that had your jacket carefully",+,-
36,True,"indeed, Susan lifted this truck that had your jacket carefully",-,-
37,False,"these cakes, Susan lifted this truck that had without falling",+,+
37,False,"indeed, Susan lifted this truck that had without falling",-,+
37,False,"these cakes, Susan lifted this truck that had your jacket without falling",+,-
37,True,"indeed, Susan lifted this truck that had your jacket without falling",-,-
38,False,"these cakes, Susan lifted this truck that had quickly",+,+
38,False,"indeed, Susan lifted this truck that had quickly",-,+
38,False,"these cakes, Susan lifted this truck that had your jacket quickly",+,-
38,True,"indeed, Susan lifted this truck that had your jacket quickly",-,-
39,False,"these cakes, Susan lifted this truck that had carefully",+,+
39,False,"indeed, Susan lifted this truck that had carefully",-,+
39,False,"these cakes, Susan lifted this truck that had a phone carefully",+,-
39,True,"indeed, Susan lifted this truck that had a phone carefully",-,-
40,False,"these cakes, Susan lifted this truck that had without falling",+,+
40,False,"indeed, Susan lifted this truck that had without falling",-,+
40,False,"these cakes, Susan lifted this truck that had a phone without falling",+,-
40,True,"indeed, Susan lifted this truck that had a phone without falling",-,-
41,False,"these cakes, Susan lifted this truck that had quickly",+,+
41,False,"indeed, Susan lifted this truck that had quickly",-,+
41,False,"these cakes, Susan lifted this truck that had a phone quickly",+,-
41,True,"indeed, Susan lifted this truck that had a phone quickly",-,-
42,False,"these cakes, Susan lifted this truck that had carefully",+,+
42,False,"indeed, Susan lifted this truck that had carefully",-,+
42,False,"these cakes, Susan lifted this truck that had the paperwork carefully",+,-
42,True,"indeed, Susan lifted this truck that had the paperwork carefully",-,-
43,False,"these cakes, Susan lifted this truck that had without falling",+,+
43,False,"indeed, Susan lifted this truck that had without falling",-,+
43,False,"these cakes, Susan lifted this truck that had the paperwork without falling",+,-
43,True,"indeed, Susan lifted this truck that had the paperwork without falling",-,-
44,False,"these cakes, Susan lifted this truck that had quickly",+,+
44,False,"indeed, Susan lifted this truck that had quickly",-,+
44,False,"these cakes, Susan lifted this truck that had the paperwork quickly",+,-
44,True,"indeed, Susan lifted this truck that had the paperwork quickly",-,-
45,False,"these cakes, Susan lifted this truck that transported carefully",+,+
45,False,"indeed, Susan lifted this truck that transported carefully",-,+
45,False,"these cakes, Susan lifted this truck that transported your jacket carefully",+,-
45,True,"indeed, Susan lifted this truck that transported your jacket carefully",-,-
46,False,"these cakes, Susan lifted this truck that transported without falling",+,+
46,False,"indeed, Susan lifted this truck that transported without falling",-,+
46,False,"these cakes, Susan lifted this truck that transported your jacket without falling",+,-
46,True,"indeed, Susan lifted this truck that transported your jacket without falling",-,-
47,False,"these cakes, Susan lifted this truck that transported quickly",+,+
47,False,"indeed, Susan lifted this truck that transported quickly",-,+
47,False,"these cakes, Susan lifted this truck that transported your jacket quickly",+,-
47,True,"indeed, Susan lifted this truck that transported your jacket quickly",-,-
48,False,"these cakes, Susan lifted this truck that transported carefully",+,+
48,False,"indeed, Susan lifted this truck that transported carefully",-,+
48,False,"these cakes, Susan lifted this truck that transported a phone carefully",+,-
48,True,"indeed, Susan lifted this truck that transported a phone carefully",-,-
49,False,"these cakes, Susan lifted this truck that transported without falling",+,+
49,False,"indeed, Susan lifted this truck that transported without falling",-,+
49,False,"these cakes, Susan lifted this truck that transported a phone without falling",+,-
49,True,"indeed, Susan lifted this truck that transported a phone without falling",-,-
50,False,"these cakes, Susan lifted this truck that transported quickly",+,+
50,False,"indeed, Susan lifted this truck that transported quickly",-,+
50,False,"these cakes, Susan lifted this truck that transported a phone quickly",+,-
50,True,"indeed, Susan lifted this truck that transported a phone quickly",-,-
51,False,"these cakes, Susan lifted this truck that transported carefully",+,+
51,False,"indeed, Susan lifted this truck that transported carefully",-,+
51,False,"these cakes, Susan lifted this truck that transported the paperwork carefully",+,-
51,True,"indeed, Susan lifted this truck that transported the paperwork carefully",-,-
52,False,"these cakes, Susan lifted this truck that transported without falling",+,+
52,False,"indeed, Susan lifted this truck that transported without falling",-,+
52,False,"these cakes, Susan lifted this truck that transported the paperwork without falling",+,-
52,True,"indeed, Susan lifted this truck that transported the paperwork without falling",-,-
53,False,"these cakes, Susan lifted this truck that transported quickly",+,+
53,False,"indeed, Susan lifted this truck that transported quickly",-,+
53,False,"these cakes, Susan lifted this truck that transported the paperwork quickly",+,-
53,True,"indeed, Susan lifted this truck that transported the paperwork quickly",-,-
54,False,"these cakes, Susan lifted her backpack that hauled carefully",+,+
54,False,"indeed, Susan lifted her backpack that hauled carefully",-,+
54,False,"these cakes, Susan lifted her backpack that hauled your jacket carefully",+,-
54,True,"indeed, Susan lifted her backpack that hauled your jacket carefully",-,-
55,False,"these cakes, Susan lifted her backpack that hauled without falling",+,+
55,False,"indeed, Susan lifted her backpack that hauled without falling",-,+
55,False,"these cakes, Susan lifted her backpack that hauled your jacket without falling",+,-
55,True,"indeed, Susan lifted her backpack that hauled your jacket without falling",-,-
56,False,"these cakes, Susan lifted her backpack that hauled quickly",+,+
56,False,"indeed, Susan lifted her backpack that hauled quickly",-,+
56,False,"these cakes, Susan lifted her backpack that hauled your jacket quickly",+,-
56,True,"indeed, Susan lifted her backpack that hauled your jacket quickly",-,-
57,False,"these cakes, Susan lifted her backpack that hauled carefully",+,+
57,False,"indeed, Susan lifted her backpack that hauled carefully",-,+
57,False,"these cakes, Susan lifted her backpack that hauled a phone carefully",+,-
57,True,"indeed, Susan lifted her backpack that hauled a phone carefully",-,-
58,False,"these cakes, Susan lifted her backpack that hauled without falling",+,+
58,False,"indeed, Susan lifted her backpack that hauled without falling",-,+
58,False,"these cakes, Susan lifted her backpack that hauled a phone without falling",+,-
58,True,"indeed, Susan lifted her backpack that hauled a phone without falling",-,-
59,False,"these cakes, Susan lifted her backpack that hauled quickly",+,+
59,False,"indeed, Susan lifted her backpack that hauled quickly",-,+
59,False,"these cakes, Susan lifted her backpack that hauled a phone quickly",+,-
59,True,"indeed, Susan lifted her backpack that hauled a phone quickly",-,-
60,False,"these cakes, Susan lifted her backpack that hauled carefully",+,+
60,False,"indeed, Susan lifted her backpack that hauled carefully",-,+
60,False,"these cakes, Susan lifted her backpack that hauled the paperwork carefully",+,-
60,True,"indeed, Susan lifted her backpack that hauled the paperwork carefully",-,-
61,False,"these cakes, Susan lifted her backpack that hauled without falling",+,+
61,False,"indeed, Susan lifted her backpack that hauled without falling",-,+
61,False,"these cakes, Susan lifted her backpack that hauled the paperwork without falling",+,-
61,True,"indeed, Susan lifted her backpack that hauled the paperwork without falling",-,-
62,False,"these cakes, Susan lifted her backpack that hauled quickly",+,+
62,False,"indeed, Susan lifted her backpack that hauled quickly",-,+
62,False,"these cakes, Susan lifted her backpack that hauled the paperwork quickly",+,-
62,True,"indeed, Susan lifted her backpack that hauled the paperwork quickly",-,-
63,False,"these cakes, Susan lifted her backpack that had carefully",+,+
63,False,"indeed, Susan lifted her backpack that had carefully",-,+
63,False,"these cakes, Susan lifted her backpack that had your jacket carefully",+,-
63,True,"indeed, Susan lifted her backpack that had your jacket carefully",-,-
64,False,"these cakes, Susan lifted her backpack that had without falling",+,+
64,False,"indeed, Susan lifted her backpack that had without falling",-,+
64,False,"these cakes, Susan lifted her backpack that had your jacket without falling",+,-
64,True,"indeed, Susan lifted her backpack that had your jacket without falling",-,-
65,False,"these cakes, Susan lifted her backpack that had quickly",+,+
65,False,"indeed, Susan lifted her backpack that had quickly",-,+
65,False,"these cakes, Susan lifted her backpack that had your jacket quickly",+,-
65,True,"indeed, Susan lifted her backpack that had your jacket quickly",-,-
66,False,"these cakes, Susan lifted her backpack that had carefully",+,+
66,False,"indeed, Susan lifted her backpack that had carefully",-,+
66,False,"these cakes, Susan lifted her backpack that had a phone carefully",+,-
66,True,"indeed, Susan lifted her backpack that had a phone carefully",-,-
67,False,"these cakes, Susan lifted her backpack that had without falling",+,+
67,False,"indeed, Susan lifted her backpack that had without falling",-,+
67,False,"these cakes, Susan lifted her backpack that had a phone without falling",+,-
67,True,"indeed, Susan lifted her backpack that had a phone without falling",-,-
68,False,"these cakes, Susan lifted her backpack that had quickly",+,+
68,False,"indeed, Susan lifted her backpack that had quickly",-,+
68,False,"these cakes, Susan lifted her backpack that had a phone quickly",+,-
68,True,"indeed, Susan lifted her backpack that had a phone quickly",-,-
69,False,"these cakes, Susan lifted her backpack that had carefully",+,+
69,False,"indeed, Susan lifted her backpack that had carefully",-,+
69,False,"these cakes, Susan lifted her backpack that had the paperwork carefully",+,-
69,True,"indeed, Susan lifted her backpack that had the paperwork carefully",-,-
70,False,"these cakes, Susan lifted her backpack that had without falling",+,+
70,False,"indeed, Susan lifted her backpack that had without falling",-,+
70,False,"these cakes, Susan lifted her backpack that had the paperwork without falling",+,-
70,True,"indeed, Susan lifted her backpack that had the paperwork without falling",-,-
71,False,"these cakes, Susan lifted her backpack that had quickly",+,+
71,False,"indeed, Susan lifted her backpack that had quickly",-,+
71,False,"these cakes, Susan lifted her backpack that had the paperwork quickly",+,-
71,True,"indeed, Susan lifted her backpack that had the paperwork quickly",-,-
72,False,"these cakes, Susan lifted her backpack that transported carefully",+,+
72,False,"indeed, Susan lifted her backpack that transported carefully",-,+
72,False,"these cakes, Susan lifted her backpack that transported your jacket carefully",+,-
72,True,"indeed, Susan lifted her backpack that transported your jacket carefully",-,-
73,False,"these cakes, Susan lifted her backpack that transported without falling",+,+
73,False,"indeed, Susan lifted her backpack that transported without falling",-,+
73,False,"these cakes, Susan lifted her backpack that transported your jacket without falling",+,-
73,True,"indeed, Susan lifted her backpack that transported your jacket without falling",-,-
74,False,"these cakes, Susan lifted her backpack that transported quickly",+,+
74,False,"indeed, Susan lifted her backpack that transported quickly",-,+
74,False,"these cakes, Susan lifted her backpack that transported your jacket quickly",+,-
74,True,"indeed, Susan lifted her backpack that transported your jacket quickly",-,-
75,False,"these cakes, Susan lifted her backpack that transported carefully",+,+
75,False,"indeed, Susan lifted her backpack that transported carefully",-,+
75,False,"these cakes, Susan lifted her backpack that transported a phone carefully",+,-
75,True,"indeed, Susan lifted her backpack that transported a phone carefully",-,-
76,False,"these cakes, Susan lifted her backpack that transported without falling",+,+
76,False,"indeed, Susan lifted her backpack that transported without falling",-,+
76,False,"these cakes, Susan lifted her backpack that transported a phone without falling",+,-
76,True,"indeed, Susan lifted her backpack that transported a phone without falling",-,-
77,False,"these cakes, Susan lifted her backpack that transported quickly",+,+
77,False,"indeed, Susan lifted her backpack that transported quickly",-,+
77,False,"these cakes, Susan lifted her backpack that transported a phone quickly",+,-
77,True,"indeed, Susan lifted her backpack that transported a phone quickly",-,-
78,False,"these cakes, Susan lifted her backpack that transported carefully",+,+
78,False,"indeed, Susan lifted her backpack that transported carefully",-,+
78,False,"these cakes, Susan lifted her backpack that transported the paperwork carefully",+,-
78,True,"indeed, Susan lifted her backpack that transported the paperwork carefully",-,-
79,False,"these cakes, Susan lifted her backpack that transported without falling",+,+
79,False,"indeed, Susan lifted her backpack that transported without falling",-,+
79,False,"these cakes, Susan lifted her backpack that transported the paperwork without falling",+,-
79,True,"indeed, Susan lifted her backpack that transported the paperwork without falling",-,-
80,False,"these cakes, Susan lifted her backpack that transported quickly",+,+
80,False,"indeed, Susan lifted her backpack that transported quickly",-,+
80,False,"these cakes, Susan lifted her backpack that transported the paperwork quickly",+,-
80,True,"indeed, Susan lifted her backpack that transported the paperwork quickly",-,-
81,False,"these cakes, Susan stole the box that hauled carefully",+,+
81,False,"indeed, Susan stole the box that hauled carefully",-,+
81,False,"these cakes, Susan stole the box that hauled your jacket carefully",+,-
81,True,"indeed, Susan stole the box that hauled your jacket carefully",-,-
82,False,"these cakes, Susan stole the box that hauled without falling",+,+
82,False,"indeed, Susan stole the box that hauled without falling",-,+
82,False,"these cakes, Susan stole the box that hauled your jacket without falling",+,-
82,True,"indeed, Susan stole the box that hauled your jacket without falling",-,-
83,False,"these cakes, Susan stole the box that hauled quickly",+,+
83,False,"indeed, Susan stole the box that hauled quickly",-,+
83,False,"these cakes, Susan stole the box that hauled your jacket quickly",+,-
83,True,"indeed, Susan stole the box that hauled your jacket quickly",-,-
84,False,"these cakes, Susan stole the box that hauled carefully",+,+
84,False,"indeed, Susan stole the box that hauled carefully",-,+
84,False,"these cakes, Susan stole the box that hauled a phone carefully",+,-
84,True,"indeed, Susan stole the box that hauled a phone carefully",-,-
85,False,"these cakes, Susan stole the box that hauled without falling",+,+
85,False,"indeed, Susan stole the box that hauled without falling",-,+
85,False,"these cakes, Susan stole the box that hauled a phone without falling",+,-
85,True,"indeed, Susan stole the box that hauled a phone without falling",-,-
86,False,"these cakes, Susan stole the box that hauled quickly",+,+
86,False,"indeed, Susan stole the box that hauled quickly",-,+
86,False,"these cakes, Susan stole the box that hauled a phone quickly",+,-
86,True,"indeed, Susan stole the box that hauled a phone quickly",-,-
87,False,"these cakes, Susan stole the box that hauled carefully",+,+
87,False,"indeed, Susan stole the box that hauled carefully",-,+
87,False,"these cakes, Susan stole the box that hauled the paperwork carefully",+,-
87,True,"indeed, Susan stole the box that hauled the paperwork carefully",-,-
88,False,"these cakes, Susan stole the box that hauled without falling",+,+
88,False,"indeed, Susan stole the box that hauled without falling",-,+
88,False,"these cakes, Susan stole the box that hauled the paperwork without falling",+,-
88,True,"indeed, Susan stole the box that hauled the paperwork without falling",-,-
89,False,"these cakes, Susan stole the box that hauled quickly",+,+
89,False,"indeed, Susan stole the box that hauled quickly",-,+
89,False,"these cakes, Susan stole the box that hauled the paperwork quickly",+,-
89,True,"indeed, Susan stole the box that hauled the paperwork quickly",-,-
90,False,"these cakes, Susan stole the box that had carefully",+,+
90,False,"indeed, Susan stole the box that had carefully",-,+
90,False,"these cakes, Susan stole the box that had your jacket carefully",+,-
90,True,"indeed, Susan stole the box that had your jacket carefully",-,-
91,False,"these cakes, Susan stole the box that had without falling",+,+
91,False,"indeed, Susan stole the box that had without falling",-,+
91,False,"these cakes, Susan stole the box that had your jacket without falling",+,-
91,True,"indeed, Susan stole the box that had your jacket without falling",-,-
92,False,"these cakes, Susan stole the box that had quickly",+,+
92,False,"indeed, Susan stole the box that had quickly",-,+
92,False,"these cakes, Susan stole the box that had your jacket quickly",+,-
92,True,"indeed, Susan stole the box that had your jacket quickly",-,-
93,False,"these cakes, Susan stole the box that had carefully",+,+
93,False,"indeed, Susan stole the box that had carefully",-,+
93,False,"these cakes, Susan stole the box that had a phone carefully",+,-
93,True,"indeed, Susan stole the box that had a phone carefully",-,-
94,False,"these cakes, Susan stole the box that had without falling",+,+
94,False,"indeed, Susan stole the box that had without falling",-,+
94,False,"these cakes, Susan stole the box that had a phone without falling",+,-
94,True,"indeed, Susan stole the box that had a phone without falling",-,-
95,False,"these cakes, Susan stole the box that had quickly",+,+
95,False,"indeed, Susan stole the box that had quickly",-,+
95,False,"these cakes, Susan stole the box that had a phone quickly",+,-
95,True,"indeed, Susan stole the box that had a phone quickly",-,-
96,False,"these cakes, Susan stole the box that had carefully",+,+
96,False,"indeed, Susan stole the box that had carefully",-,+
96,False,"these cakes, Susan stole the box that had the paperwork carefully",+,-
96,True,"indeed, Susan stole the box that had the paperwork carefully",-,-
97,False,"these cakes, Susan stole the box that had without falling",+,+
97,False,"indeed, Susan stole the box that had without falling",-,+
97,False,"these cakes, Susan stole the box that had the paperwork without falling",+,-
97,True,"indeed, Susan stole the box that had the paperwork without falling",-,-
98,False,"these cakes, Susan stole the box that had quickly",+,+
98,False,"indeed, Susan stole the box that had quickly",-,+
98,False,"these cakes, Susan stole the box that had the paperwork quickly",+,-
98,True,"indeed, Susan stole the box that had the paperwork quickly",-,-
99,False,"these cakes, Susan stole the box that transported carefully",+,+
99,False,"indeed, Susan stole the box that transported carefully",-,+
99,False,"these cakes, Susan stole the box that transported your jacket carefully",+,-
99,True,"indeed, Susan stole the box that transported your jacket carefully",-,-
100,False,"these cakes, Susan stole the box that transported without falling",+,+
100,False,"indeed, Susan stole the box that transported without falling",-,+
100,False,"these cakes, Susan stole the box that transported your jacket without falling",+,-
100,True,"indeed, Susan stole the box that transported your jacket without falling",-,-
101,False,"these cakes, Susan stole the box that transported quickly",+,+
101,False,"indeed, Susan stole the box that transported quickly",-,+
101,False,"these cakes, Susan stole the box that transported your jacket quickly",+,-
101,True,"indeed, Susan stole the box that transported your jacket quickly",-,-
102,False,"these cakes, Susan stole the box that transported carefully",+,+
102,False,"indeed, Susan stole the box that transported carefully",-,+
102,False,"these cakes, Susan stole the box that transported a phone carefully",+,-
102,True,"indeed, Susan stole the box that transported a phone carefully",-,-
103,False,"these cakes, Susan stole the box that transported without falling",+,+
103,False,"indeed, Susan stole the box that transported without falling",-,+
103,False,"these cakes, Susan stole the box that transported a phone without falling",+,-
103,True,"indeed, Susan stole the box that transported a phone without falling",-,-
104,False,"these cakes, Susan stole the box that transported quickly",+,+
104,False,"indeed, Susan stole the box that transported quickly",-,+
104,False,"these cakes, Susan stole the box that transported a phone quickly",+,-
104,True,"indeed, Susan stole the box that transported a phone quickly",-,-
105,False,"these cakes, Susan stole the box that transported carefully",+,+
105,False,"indeed, Susan stole the box that transported carefully",-,+
105,False,"these cakes, Susan stole the box that transported the paperwork carefully",+,-
105,True,"indeed, Susan stole the box that transported the paperwork carefully",-,-
106,False,"these cakes, Susan stole the box that transported without falling",+,+
106,False,"indeed, Susan stole the box that transported without falling",-,+
106,False,"these cakes, Susan stole the box that transported the paperwork without falling",+,-
106,True,"indeed, Susan stole the box that transported the paperwork without falling",-,-
107,False,"these cakes, Susan stole the box that transported quickly",+,+
107,False,"indeed, Susan stole the box that transported quickly",-,+
107,False,"these cakes, Susan stole the box that transported the paperwork quickly",+,-
107,True,"indeed, Susan stole the box that transported the paperwork quickly",-,-
108,False,"these cakes, Susan stole this truck that hauled carefully",+,+
108,False,"indeed, Susan stole this truck that hauled carefully",-,+
108,False,"these cakes, Susan stole this truck that hauled your jacket carefully",+,-
108,True,"indeed, Susan stole this truck that hauled your jacket carefully",-,-
109,False,"these cakes, Susan stole this truck that hauled without falling",+,+
109,False,"indeed, Susan stole this truck that hauled without falling",-,+
109,False,"these cakes, Susan stole this truck that hauled your jacket without falling",+,-
109,True,"indeed, Susan stole this truck that hauled your jacket without falling",-,-
110,False,"these cakes, Susan stole this truck that hauled quickly",+,+
110,False,"indeed, Susan stole this truck that hauled quickly",-,+
110,False,"these cakes, Susan stole this truck that hauled your jacket quickly",+,-
110,True,"indeed, Susan stole this truck that hauled your jacket quickly",-,-
111,False,"these cakes, Susan stole this truck that hauled carefully",+,+
111,False,"indeed, Susan stole this truck that hauled carefully",-,+
111,False,"these cakes, Susan stole this truck that hauled a phone carefully",+,-
111,True,"indeed, Susan stole this truck that hauled a phone carefully",-,-
112,False,"these cakes, Susan stole this truck that hauled without falling",+,+
112,False,"indeed, Susan stole this truck that hauled without falling",-,+
