group,grammatical,sentence,a condition,b condition
10,True,it is tough to throw your jacket without falling,-,-
11,True,the pizza is tough to throw quickly,+,+
11,False,it is tough to throw quickly,-,+
11,False,the pizza is tough to throw your jacket quickly,+,-
11,True,it is tough to throw your jacket quickly,-,-
12,True,the pizza is tough to throw carefully,+,+
12,False,it is tough to throw carefully,-,+
12,False,the pizza is tough to throw a phone carefully,+,-
12,True,it is tough to throw a phone carefully,-,-
13,True,the pizza is tough to throw without falling,+,+
13,False,it is tough to throw without falling,-,+
13,False,the pizza is tough to throw a phone without falling,+,-
13,True,it is tough to throw a phone without falling,-,-
14,True,the pizza is tough to throw quickly,+,+
14,False,it is tough to throw quickly,-,+
14,False,the pizza is tough to throw a phone quickly,+,-
14,True,it is tough to throw a phone quickly,-,-
15,True,the pizza is tough to throw carefully,+,+
15,False,it is tough to throw carefully,-,+
15,False,the pizza is tough to throw the paperwork carefully,+,-
15,True,it is tough to throw the paperwork carefully,-,-
16,True,the pizza is tough to throw without falling,+,+
16,False,it is tough to throw without falling,-,+
16,False,the pizza is tough to throw the paperwork without falling,+,-
16,True,it is tough to throw the paperwork without falling,-,-
17,True,the pizza is tough to throw quickly,+,+
17,False,it is tough to throw quickly,-,+
17,False,the pizza is tough to throw the paperwork quickly,+,-
17,True,it is tough to throw the paperwork quickly,-,-
18,True,the pizza is tough to lift carefully,+,+
18,False,it is tough to lift carefully,-,+
18,False,the pizza is tough to lift your jacket carefully,+,-
18,True,it is tough to lift your jacket carefully,-,-
19,True,the pizza is tough to lift without falling,+,+
19,False,it is tough to lift without falling,-,+
19,False,the pizza is tough to lift your jacket without falling,+,-
19,True,it is tough to lift your jacket without falling,-,-
20,True,the pizza is tough to lift quickly,+,+
20,False,it is tough to lift quickly,-,+
20,False,the pizza is tough to lift your jacket quickly,+,-
20,True,it is tough to lift your jacket quickly,-,-
21,True,the pizza is tough to lift carefully,+,+
21,False,it is tough to lift carefully,-,+
21,False,the pizza is tough to lift a phone carefully,+,-
21,True,it is tough to lift a phone carefully,-,-
22,True,the pizza is tough to lift without falling,+,+
22,False,it is tough to lift without falling,-,+
22,False,the pizza is tough to lift a phone without falling,+,-
22,True,it is tough to lift a phone without falling,-,-
23,True,the pizza is tough to lift quickly,+,+
23,False,it is tough to lift quickly,-,+
23,False,the pizza is tough to lift a phone quickly,+,-
23,True,it is tough to lift a phone quickly,-,-
24,True,the pizza is tough to lift carefully,+,+
24,False,it is tough to lift carefully,-,+
24,False,the pizza is tough to lift the paperwork carefully,+,-
24,True,it is tough to lift the paperwork carefully,-,-
25,True,the pizza is tough to lift without falling,+,+
25,False,it is tough to lift without falling,-,+
25,False,the pizza is tough to lift the paperwork without falling,+,-
25,True,it is tough to lift the paperwork without falling,-,-
26,True,the pizza is tough to lift quickly,+,+
26,False,it is tough to lift quickly,-,+
26,False,the pizza is tough to lift the paperwork quickly,+,-
26,True,it is tough to lift the paperwork quickly,-,-
27,True,the pizza is annoying to steal carefully,+,+
27,False,it is annoying to steal carefully,-,+
27,False,the pizza is annoying to steal your jacket carefully,+,-
27,True,it is annoying to steal your jacket carefully,-,-
28,True,the pizza is annoying to steal without falling,+,+
28,False,it is annoying to steal without falling,-,+
28,False,the pizza is annoying to steal your jacket without falling,+,-
28,True,it is annoying to steal your jacket without falling,-,-
29,True,the pizza is annoying to steal quickly,+,+
29,False,it is annoying to steal quickly,-,+
29,False,the pizza is annoying to steal your jacket quickly,+,-
29,True,it is annoying to steal your jacket quickly,-,-
30,True,the pizza is annoying to steal carefully,+,+
30,False,it is annoying to steal carefully,-,+
30,False,the pizza is annoying to steal a phone carefully,+,-
30,True,it is annoying to steal a phone carefully,-,-
31,True,the pizza is annoying to steal without falling,+,+
31,False,it is annoying to steal without falling,-,+
31,False,the pizza is annoying to steal a phone without falling,+,-
31,True,it is annoying to steal a phone without falling,-,-
32,True,the pizza is annoying to steal quickly,+,+
32,False,it is annoying to steal quickly,-,+
32,False,the pizza is annoying to steal a phone quickly,+,-
32,True,it is annoying to steal a phone quickly,-,-
33,True,the pizza is annoying to steal carefully,+,+
33,False,it is annoying to steal carefully,-,+
33,False,the pizza is annoying to steal the paperwork carefully,+,-
33,True,it is annoying to steal the paperwork carefully,-,-
34,True,the pizza is annoying to steal without falling,+,+
34,False,it is annoying to steal without falling,-,+
34,False,the pizza is annoying to steal the paperwork without falling,+,-
34,True,it is annoying to steal the paperwork without falling,-,-
35,True,the pizza is annoying to steal quickly,+,+
35,False,it is annoying to steal quickly,-,+
35,False,the pizza is annoying to steal the paperwork quickly,+,-
35,True,it is annoying to steal the paperwork quickly,-,-
36,True,the pizza is annoying to throw carefully,+,+
36,False,it is annoying to throw carefully,-,+
36,False,the pizza is annoying to throw your jacket carefully,+,-
36,True,it is annoying to throw your jacket carefully,-,-
37,True,the pizza is annoying to throw without falling,+,+
37,False,it is annoying to throw without falling,-,+
37,False,the pizza is annoying to throw your jacket without falling,+,-
37,True,it is annoying to throw your jacket without falling,-,-
38,True,the pizza is annoying to throw quickly,+,+
38,False,it is annoying to throw quickly,-,+
38,False,the pizza is annoying to throw your jacket quickly,+,-
38,True,it is annoying to throw your jacket quickly,-,-
39,True,the pizza is annoying to throw carefully,+,+
39,False,it is annoying to throw carefully,-,+
39,False,the pizza is annoying to throw a phone carefully,+,-
39,True,it is annoying to throw a phone carefully,-,-
40,True,the pizza is annoying to throw without falling,+,+
40,False,it is annoying to throw without falling,-,+
40,False,the pizza is annoying to throw a phone without falling,+,-
40,True,it is annoying to throw a phone without falling,-,-
41,True,the pizza is annoying to throw quickly,+,+
41,False,it is annoying to throw quickly,-,+
41,False,the pizza is annoying to throw a phone quickly,+,-
41,True,it is annoying to throw a phone quickly,-,-
42,True,the pizza is annoying to throw carefully,+,+
42,False,it is annoying to throw carefully,-,+
42,False,the pizza is annoying to throw the paperwork carefully,+,-
42,True,it is annoying to throw the paperwork carefully,-,-
43,True,the pizza is annoying to throw without falling,+,+
43,False,it is annoying to throw without falling,-,+
43,False,the pizza is annoying to throw the paperwork without falling,+,-
43,True,it is annoying to throw the paperwork without falling,-,-
44,True,the pizza is annoying to throw quickly,+,+
44,False,it is annoying to throw quickly,-,+
44,False,the pizza is annoying to throw the paperwork quickly,+,-
44,True,it is annoying to throw the paperwork quickly,-,-
45,True,the pizza is annoying to lift carefully,+,+
45,False,it is annoying to lift carefully,-,+
45,False,the pizza is annoying to lift your jacket carefully,+,-
45,True,it is annoying to lift your jacket carefully,-,-
46,True,the pizza is annoying to lift without falling,+,+
46,False,it is annoying to lift without falling,-,+
46,False,the pizza is annoying to lift your jacket without falling,+,-
46,True,it is annoying to lift your jacket without falling,-,-
47,True,the pizza is annoying to lift quickly,+,+
47,False,it is annoying to lift quickly,-,+
47,False,the pizza is annoying to lift your jacket quickly,+,-
47,True,it is annoying to lift your jacket quickly,-,-
48,True,the pizza is annoying to lift carefully,+,+
48,False,it is annoying to lift carefully,-,+
48,False,the pizza is annoying to lift a phone carefully,+,-
48,True,it is annoying to lift a phone carefully,-,-
49,True,the pizza is annoying to lift without falling,+,+
49,False,it is annoying to lift without falling,-,+
49,False,the pizza is annoying to lift a phone without falling,+,-
49,True,it is annoying to lift a phone without falling,-,-
50,True,the pizza is annoying to lift quickly,+,+
50,False,it is annoying to lift quickly,-,+
50,False,the pizza is annoying to lift a phone quickly,+,-
50,True,it is annoying to lift a phone quickly,-,-
51,True,the pizza is annoying to lift carefully,+,+
51,False,it is annoying to lift carefully,-,+
51,False,the pizza is annoying to lift the paperwork carefully,+,-
51,True,it is annoying to lift the paperwork carefully,-,-
52,True,the pizza is annoying to lift without falling,+,+
52,False,it is annoying to lift without falling,-,+
52,False,the pizza is annoying to lift the paperwork without falling,+,-
52,True,it is annoying to lift the paperwork without falling,-,-
53,True,the pizza is annoying to lift quickly,+,+
53,False,it is annoying to lift quickly,-,+
53,False,the pizza is annoying to lift the paperwork quickly,+,-
53,True,it is annoying to lift the paperwork quickly,-,-
54,True,the pizza is simple to steal carefully,+,+
54,False,it is simple to steal carefully,-,+
54,False,the pizza is simple to steal your jacket carefully,+,-
54,True,it is simple to steal your jacket carefully,-,-
55,True,the pizza is simple to steal without falling,+,+
55,False,it is simple to steal without falling,-,+
55,False,the pizza is simple to steal your jacket without falling,+,-
55,True,it is simple to steal your jacket without falling,-,-
56,True,the pizza is simple to steal quickly,+,+
56,False,it is simple to steal quickly,-,+
56,False,the pizza is simple to steal your jacket quickly,+,-
56,True,it is simple to steal your jacket quickly,-,-
57,True,the pizza is simple to steal carefully,+,+
57,False,it is simple to steal carefully,-,+
57,False,the pizza is simple to steal a phone carefully,+,-
57,True,it is simple to steal a phone carefully,-,-
58,True,the pizza is simple to steal without falling,+,+
58,False,it is simple to steal without falling,-,+
58,False,the pizza is simple to steal a phone without falling,+,-
58,True,it is simple to steal a phone without falling,-,-
59,True,the pizza is simple to steal quickly,+,+
59,False,it is simple to steal quickly,-,+
59,False,the pizza is simple to steal a phone quickly,+,-
59,True,it is simple to steal a phone quickly,-,-
60,True,the pizza is simple to steal carefully,+,+
60,False,it is simple to steal carefully,-,+
60,False,the pizza is simple to steal the paperwork carefully,+,-
60,True,it is simple to steal the paperwork carefully,-,-
61,True,the pizza is simple to steal without falling,+,+
61,False,it is simple to steal without falling,-,+
61,False,the pizza is simple to steal the paperwork without falling,+,-
61,True,it is simple to steal the paperwork without falling,-,-
62,True,the pizza is simple to steal quickly,+,+
62,False,it is simple to steal quickly,-,+
62,False,the pizza is simple to steal the paperwork quickly,+,-
62,True,it is simple to steal the paperwork quickly,-,-
63,True,the pizza is simple to throw carefully,+,+
63,False,it is simple to throw carefully,-,+
63,False,the pizza is simple to throw your jacket carefully,+,-
63,True,it is simple to throw your jacket carefully,-,-
64,True,the pizza is simple to throw without falling,+,+
64,False,it is simple to throw without falling,-,+
64,False,the pizza is simple to throw your jacket without falling,+,-
64,True,it is simple to throw your jacket without falling,-,-
65,True,the pizza is simple to throw quickly,+,+
65,False,it is simple to throw quickly,-,+
65,False,the pizza is simple to throw your jacket quickly,+,-
65,True,it is simple to throw your jacket quickly,-,-
66,True,the pizza is simple to throw carefully,+,+
66,False,it is simple to throw carefully,-,+
66,False,the pizza is simple to throw a phone carefully,+,-
66,True,it is simple to throw a phone carefully,-,-
67,True,the pizza is simple to throw without falling,+,+
67,False,it is simple to throw without falling,-,+
67,False,the pizza is simple to throw a phone without falling,+,-
67,True,it is simple to throw a phone without falling,-,-
68,True,the pizza is simple to throw quickly,+,+
68,False,it is simple to throw quickly,-,+
68,False,the pizza is simple to throw a phone quickly,+,-
68,True,it is simple to throw a phone quickly,-,-
69,True,the pizza is simple to throw carefully,+,+
69,False,it is simple to throw carefully,-,+
69,False,the pizza is simple to throw the paperwork carefully,+,-
69,True,it is simple to throw the paperwork carefully,-,-
70,True,the pizza is simple to throw without falling,+,+
70,False,it is simple to throw without falling,-,+
70,False,the pizza is simple to throw the paperwork without falling,+,-
70,True,it is simple to throw the paperwork without falling,-,-
71,True,the pizza is simple to throw quickly,+,+
71,False,it is simple to throw quickly,-,+
71,False,the pizza is simple to throw the paperwork quickly,+,-
71,True,it is simple to throw the paperwork quickly,-,-
72,True,the pizza is simple to lift carefully,+,+
72,False,it is simple to lift carefully,-,+
72,False,the pizza is simple to lift your jacket carefully,+,-
72,True,it is simple to lift your jacket carefully,-,-
73,True,the pizza is simple to lift without falling,+,+
73,False,it is simple to lift without falling,-,+
73,False,the pizza is simple to lift your jacket without falling,+,-
73,True,it is simple to lift your jacket without falling,-,-
74,True,the pizza is simple to lift quickly,+,+
74,False,it is simple to lift quickly,-,+
74,False,the pizza is simple to lift your jacket quickly,+,-
74,True,it is simple to lift your jacket quickly,-,-
75,True,the pizza is simple to lift carefully,+,+
75,False,it is simple to lift carefully,-,+
75,False,the pizza is simple to lift a phone carefully,+,-
75,True,it is simple to lift a phone carefully,-,-
76,True,the pizza is simple to lift without falling,+,+
76,False,it is simple to lift without falling,-,+
76,False,the pizza is simple to lift a phone without falling,+,-
76,True,it is simple to lift a phone without falling,-,-
77,True,the pizza is simple to lift quickly,+,+
77,False,it is simple to lift quickly,-,+
77,False,the pizza is simple to lift a phone quickly,+,-
77,True,it is simple to lift a phone quickly,-,-
78,True,the pizza is simple to lift carefully,+,+
78,False,it is simple to lift carefully,-,+
78,False,the pizza is simple to lift the paperwork carefully,+,-
78,True,it is simple to lift the paperwork carefully,-,-
79,True,the pizza is simple to lift without falling,+,+
79,False,it is simple to lift without falling,-,+
79,False,the pizza is simple to lift the paperwork without falling,+,-
79,True,it is simple to lift the paperwork without falling,-,-
80,True,the pizza is simple to lift quickly,+,+
80,False,it is simple to lift quickly,-,+
80,False,the pizza is simple to lift the paperwork quickly,+,-
80,True,it is simple to lift the paperwork quickly,-,-
81,True,the pizza is embarrassing to steal carefully,+,+
81,False,it is embarrassing to steal carefully,-,+
81,False,the pizza is embarrassing to steal your jacket carefully,+,-
81,True,it is embarrassing to steal your jacket carefully,-,-
82,True,the pizza is embarrassing to steal without falling,+,+
82,False,it is embarrassing to steal without falling,-,+
82,False,the pizza is embarrassing to steal your jacket without falling,+,-
82,True,it is embarrassing to steal your jacket without falling,-,-
83,True,the pizza is embarrassing to steal quickly,+,+
83,False,it is embarrassing to steal quickly,-,+
83,False,the pizza is embarrassing to steal your jacket quickly,+,-
83,True,it is embarrassing to steal your jacket quickly,-,-
84,True,the pizza is embarrassing to steal carefully,+,+
84,False,it is embarrassing to steal carefully,-,+
84,False,the pizza is embarrassing to steal a phone carefully,+,-
84,True,it is embarrassing to steal a phone carefully,-,-
85,True,the pizza is embarrassing to steal without falling,+,+
85,False,it is embarrassing to steal without falling,-,+
85,False,the pizza is embarrassing to steal a phone without falling,+,-
85,True,it is embarrassing to steal a phone without falling,-,-
86,True,the pizza is embarrassing to steal quickly,+,+
86,False,it is embarrassing to steal quickly,-,+
86,False,the pizza is embarrassing to steal a phone quickly,+,-
86,True,it is embarrassing to steal a phone quickly,-,-
87,True,the pizza is embarrassing to steal carefully,+,+
87,False,it is embarrassing to steal carefully,-,+
87,False,the pizza is embarrassing to steal the paperwork carefully,+,-
87,True,it is embarrassing to steal the paperwork carefully,-,-
88,True,the pizza is embarrassing to steal without falling,+,+
88,False,it is embarrassing to steal without falling,-,+
88,False,the pizza is embarrassing to steal the paperwork without falling,+,-
88,True,it is embarrassing to steal the paperwork without falling,-,-
89,True,the pizza is embarrassing to steal quickly,+,+
89,False,it is embarrassing to steal quickly,-,+
89,False,the pizza is embarrassing to steal the paperwork quickly,+,-
89,True,it is embarrassing to steal the paperwork quickly,-,-
90,True,the pizza is embarrassing to throw carefully,+,+
90,False,it is embarrassing to throw carefully,-,+
90,False,the pizza is embarrassing to throw your jacket carefully,+,-
90,True,it is embarrassing to throw your jacket carefully,-,-
91,True,the pizza is embarrassing to throw without falling,+,+
91,False,it is embarrassing to throw without falling,-,+
91,False,the pizza is embarrassing to throw your jacket without falling,+,-
91,True,it is embarrassing to throw your jacket without falling,-,-
92,True,the pizza is embarrassing to throw quickly,+,+
92,False,it is embarrassing to throw quickly,-,+
92,False,the pizza is embarrassing to throw your jacket quickly,+,-
92,True,it is embarrassing to throw your jacket quickly,-,-
93,True,the pizza is embarrassing to throw carefully,+,+
93,False,it is embarrassing to throw carefully,-,+
93,False,the pizza is embarrassing to throw a phone carefully,+,-
93,True,it is embarrassing to throw a phone carefully,-,-
94,True,the pizza is embarrassing to throw without falling,+,+
94,False,it is embarrassing to throw without falling,-,+
94,False,the pizza is embarrassing to throw a phone without falling,+,-
94,True,it is embarrassing to throw a phone without falling,-,-
95,True,the pizza is embarrassing to throw quickly,+,+
95,False,it is embarrassing to throw quickly,-,+
95,False,the pizza is embarrassing to throw a phone quickly,+,-
95,True,it is embarrassing to throw a phone quickly,-,-
96,True,the pizza is embarrassing to throw carefully,+,+
96,False,it is embarrassing to throw carefully,-,+
96,False,the pizza is embarrassing to throw the paperwork carefully,+,-
96,True,it is embarrassing to throw the paperwork carefully,-,-
97,True,the pizza is embarrassing to throw without falling,+,+
97,False,it is embarrassing to throw without falling,-,+
97,False,the pizza is embarrassing to throw the paperwork without falling,+,-
97,True,it is embarrassing to throw the paperwork without falling,-,-
98,True,the pizza is embarrassing to throw quickly,+,+
98,False,it is embarrassing to throw quickly,-,+
98,False,the pizza is embarrassing to throw the paperwork quickly,+,-
98,True,it is embarrassing to throw the paperwork quickly,-,-
99,True,the pizza is embarrassing to lift carefully,+,+
99,False,it is embarrassing to lift carefully,-,+
99,False,the pizza is embarrassing to lift your jacket carefully,+,-
99,True,it is embarrassing to lift your jacket carefully,-,-
100,True,the pizza is embarrassing to lift without falling,+,+
100,False,it is embarrassing to lift without falling,-,+
100,False,the pizza is embarrassing to lift your jacket without falling,+,-
100,True,it is embarrassing to lift your jacket without falling,-,-
101,True,the pizza is embarrassing to lift quickly,+,+
101,False,it is embarrassing to lift quickly,-,+
101,False,the pizza is embarrassing to lift your jacket quickly,+,-
101,True,it is embarrassing to lift your jacket quickly,-,-
102,True,the pizza is embarrassing to lift carefully,+,+
102,False,it is embarrassing to lift carefully,-,+
102,False,the pizza is embarrassing to lift a phone carefully,+,-
102,True,it is embarrassing to lift a phone carefully,-,-
103,True,the pizza is embarrassing to lift without falling,+,+
103,False,it is embarrassing to lift without falling,-,+
103,False,the pizza is embarrassing to lift a phone without falling,+,-
103,True,it is embarrassing to lift a phone without falling,-,-
104,True,the pizza is embarrassing to lift quickly,+,+
104,False,it is embarrassing to lift quickly,-,+
104,False,the pizza is embarrassing to lift a phone quickly,+,-
104,True,it is embarrassing to lift a phone quickly,-,-
105,True,the pizza is embarrassing to lift carefully,+,+
105,False,it is embarrassing to lift carefully,-,+
105,False,the pizza is embarrassing to lift the paperwork carefully,+,-
105,True,it is embarrassing to lift the paperwork carefully,-,-
106,True,the pizza is embarrassing to lift without falling,+,+
106,False,it is embarrassing to lift without falling,-,+
106,False,the pizza is embarrassing to lift the paperwork without falling,+,-
106,True,it is embarrassing to lift the paperwork without falling,-,-
107,True,the pizza is embarrassing to lift quickly,+,+
107,False,it is embarrassing to lift quickly,-,+
107,False,the pizza is embarrassing to lift the paperwork quickly,+,-
107,True,it is embarrassing to lift the paperwork quickly,-,-
108,True,that ball is tough to steal carefully,+,+
108,False,it is tough to steal carefully,-,+
108,False,that ball is tough to steal your jacket carefully,+,-
108,True,it is tough to steal your jacket carefully,-,-
109,True,that ball is tough to steal without falling,+,+
109,False,it is tough to steal without falling,-,+
109,False,that ball is tough to steal your jacket without falling,+,-
109,True,it is tough to steal your jacket without falling,-,-
110,True,that ball is tough to steal quickly,+,+
110,False,it is tough to steal quickly,-,+
110,False,that ball is tough to steal your jacket quickly,+,-
110,True,it is tough to steal your jacket quickly,-,-
111,True,that ball is tough to steal carefully,+,+
111,False,it is tough to steal carefully,-,+
111,False,that ball is tough to steal a phone carefully,+,-
111,True,it is tough to steal a phone carefully,-,-
112,True,that ball is tough to steal without falling,+,+
112,False,it is tough to steal without falling,-,+
112,False,that ball is tough to steal a phone without falling,+,-
112,True,it is tough to steal a phone without falling,-,-
113,True,that ball is tough to steal quickly,+,+
113,False,it is tough to steal quickly,-,+
113,False,that ball is tough to steal a phone quickly,+,-
113,True,it is tough to steal a phone quickly,-,-
114,True,that ball is tough to steal carefully,+,+
114,False,it is tough to steal carefully,-,+
114,False,that ball is tough to steal the paperwork carefully,+,-
114,True,it is tough to steal the paperwork carefully,-,-
115,True,that ball is tough to steal without falling,+,+
115,False,it is tough to steal without falling,-,+
115,False,that ball is tough to steal the paperwork without falling,+,-
115,True,it is tough to steal the paperwork without falling,-,-
116,True,that ball is tough to steal quickly,+,+
116,False,it is tough to steal quickly,-,+
116,False,that ball is tough to steal the paperwork quickly,+,-
116,True,it is tough to steal the paperwork quickly,-,-
117,True,that ball is tough to throw carefully,+,+
117,False,it is tough to throw carefully,-,+
117,False,that ball is tough to throw your jacket carefully,+,-
117,True,it is tough to throw your jacket carefully,-,-
118,True,that ball is tough to throw without falling,+,+
118,False,it is tough to throw without falling,-,+
118,False,that ball is tough to throw your jacket without falling,+,-
118,True,it is tough to throw your jacket without falling,-,-
119,True,that ball is tough to throw quickly,+,+
119,False,it is tough to throw quickly,-,+
119,False,that ball is tough to throw your jacket quickly,+,-
119,True,it is tough to throw your jacket quickly,-,-
120,True,that ball is tough to throw carefully,+,+
120,False,it is tough to throw carefully,-,+
120,False,that ball is tough to throw a phone carefully,+,-
120,True,it is tough to throw a phone carefully,-,-
121,True,that ball is tough to throw without falling,+,+
121,False,it is tough to throw without falling,-,+
121,False,that ball is tough to throw a phone without falling,+,-
121,True,it is tough to throw a phone without falling,-,-
122,True,that ball is tough to throw quickly,+,+
122,False,it is tough to throw quickly,-,+
122,False,that ball is tough to throw a phone quickly,+,-
122,True,it is tough to throw a phone quickly,-,-
123,True,that ball is tough to throw carefully,+,+
123,False,it is tough to throw carefully,-,+
123,False,that ball is tough to throw the paperwork carefully,+,-
123,True,it is tough to throw the paperwork carefully,-,-
124,True,that ball is tough to throw without falling,+,+
124,False,it is tough to throw without falling,-,+
124,False,that ball is tough to throw the paperwork without falling,+,-
124,True,it is tough to throw the paperwork without falling,-,-
125,True,that ball is tough to throw quickly,+,+
125,False,it is tough to throw quickly,-,+
125,False,that ball is tough to throw the paperwork quickly,+,-
125,True,it is tough to throw the paperwork quickly,-,-
126,True,that ball is tough to lift carefully,+,+
126,False,it is tough to lift carefully,-,+
126,False,that ball is tough to lift your jacket carefully,+,-
126,True,it is tough to lift your jacket carefully,-,-
127,True,that ball is tough to lift without falling,+,+
127,False,it is tough to lift without falling,-,+
127,False,that ball is tough to lift your jacket without falling,+,-
127,True,it is tough to lift your jacket without falling,-,-
128,True,that ball is tough to lift quickly,+,+
128,False,it is tough to lift quickly,-,+
128,False,that ball is tough to lift your jacket quickly,+,-
128,True,it is tough to lift your jacket quickly,-,-
129,True,that ball is tough to lift carefully,+,+
129,False,it is tough to lift carefully,-,+
129,False,that ball is tough to lift a phone carefully,+,-
129,True,it is tough to lift a phone carefully,-,-
130,True,that ball is tough to lift without falling,+,+
130,False,it is tough to lift without falling,-,+
130,False,that ball is tough to lift a phone without falling,+,-
130,True,it is tough to lift a phone without falling,-,-
131,True,that ball is tough to lift quickly,+,+
131,False,it is tough to lift quickly,-,+
131,False,that ball is tough to lift a phone quickly,+,-
131,True,it is tough to lift a phone quickly,-,-
132,True,that ball is tough to lift carefully,+,+
132,False,it is tough to lift carefully,-,+
132,False,that ball is tough to lift the paperwork carefully,+,-
132,True,it is tough to lift the paperwork carefully,-,-
133,True,that ball is tough to lift without falling,+,+
133,False,it is tough to lift without falling,-,+
133,False,that ball is tough to lift the paperwork without falling,+,-
133,True,it is tough to lift the paperwork without falling,-,-
134,True,that ball is tough to lift quickly,+,+
134,False,it is tough to lift quickly,-,+
134,False,that ball is tough to lift the paperwork quickly,+,-
134,True,it is tough to lift the paperwork quickly,-,-
135,True,that ball is annoying to steal carefully,+,+
135,False,it is annoying to steal carefully,-,+
135,False,that ball is annoying to steal your jacket carefully,+,-
135,True,it is annoying to steal your jacket carefully,-,-
136,True,that ball is annoying to steal without falling,+,+
136,False,it is annoying to steal without falling,-,+
136,False,that ball is annoying to steal your jacket without falling,+,-
136,True,it is annoying to steal your jacket without falling,-,-
137,True,that ball is annoying to steal quickly,+,+
137,False,it is annoying to steal quickly,-,+
137,False,that ball is annoying to steal your jacket quickly,+,-
137,True,it is annoying to steal your jacket quickly,-,-
138,True,that ball is annoying to steal carefully,+,+
138,False,it is annoying to steal carefully,-,+
138,False,that ball is annoying to steal a phone carefully,+,-
138,True,it is annoying to steal a phone carefully,-,-
139,True,that ball is annoying to steal without falling,+,+
139,False,it is annoying to steal without falling,-,+
139,False,that ball is annoying to steal a phone without falling,+,-
139,True,it is annoying to steal a phone without falling,-,-
140,True,that ball is annoying to steal quickly,+,+
140,False,it is annoying to steal quickly,-,+
140,False,that ball is annoying to steal a phone quickly,+,-
140,True,it is annoying to steal a phone quickly,-,-
141,True,that ball is annoying to steal carefully,+,+
141,False,it is annoying to steal carefully,-,+
141,False,that ball is annoying to steal the paperwork carefully,+,-
141,True,it is annoying to steal the paperwork carefully,-,-
142,True,that ball is annoying to steal without falling,+,+
142,False,it is annoying to steal without falling,-,+
142,False,that ball is annoying to steal the paperwork without falling,+,-
142,True,it is annoying to steal the paperwork without falling,-,-
143,True,that ball is annoying to steal quickly,+,+
143,False,it is annoying to steal quickly,-,+
143,False,that ball is annoying to steal the paperwork quickly,+,-
143,True,it is annoying to steal the paperwork quickly,-,-
144,True,that ball is annoying to throw carefully,+,+
144,False,it is annoying to throw carefully,-,+
144,False,that ball is annoying to throw your jacket carefully,+,-
144,True,it is annoying to throw your jacket carefully,-,-
145,True,that ball is annoying to throw without falling,+,+
145,False,it is annoying to throw without falling,-,+
145,False,that ball is annoying to throw your jacket without falling,+,-
145,True,it is annoying to throw your jacket without falling,-,-
146,True,that ball is annoying to throw quickly,+,+
146,False,it is annoying to throw quickly,-,+
146,False,that ball is annoying to throw your jacket quickly,+,-
146,True,it is annoying to throw your jacket quickly,-,-
147,True,that ball is annoying to throw carefully,+,+
147,False,it is annoying to throw carefully,-,+
147,False,that ball is annoying to throw a phone carefully,+,-
147,True,it is annoying to throw a phone carefully,-,-
148,True,that ball is annoying to throw without falling,+,+
148,False,it is annoying to throw without falling,-,+
148,False,that ball is annoying to throw a phone without falling,+,-
148,True,it is annoying to throw a phone without falling,-,-
149,True,that ball is annoying to throw quickly,+,+
149,False,it is annoying to throw quickly,-,+
149,False,that ball is annoying to throw a phone quickly,+,-
149,True,it is annoying to throw a phone quickly,-,-
150,True,that ball is annoying to throw carefully,+,+
150,False,it is annoying to throw carefully,-,+
