group,grammatical,sentence,a condition,b condition
35,True,It is obvious that Susan lifted this truck that hauled the paperwork quickly,-,-
36,False,It is these cakes that Susan lifted this truck that had carefully,+,+
36,False,It is obvious that Susan lifted this truck that had carefully,-,+
36,False,It is these cakes that Susan lifted this truck that had your jacket carefully,+,-
36,True,It is obvious that Susan lifted this truck that had your jacket carefully,-,-
37,False,It is these cakes that Susan lifted this truck that had without falling,+,+
37,False,It is obvious that Susan lifted this truck that had without falling,-,+
37,False,It is these cakes that Susan lifted this truck that had your jacket without falling,+,-
37,True,It is obvious that Susan lifted this truck that had your jacket without falling,-,-
38,False,It is these cakes that Susan lifted this truck that had quickly,+,+
38,False,It is obvious that Susan lifted this truck that had quickly,-,+
38,False,It is these cakes that Susan lifted this truck that had your jacket quickly,+,-
38,True,It is obvious that Susan lifted this truck that had your jacket quickly,-,-
39,False,It is these cakes that Susan lifted this truck that had carefully,+,+
39,False,It is obvious that Susan lifted this truck that had carefully,-,+
39,False,It is these cakes that Susan lifted this truck that had a phone carefully,+,-
39,True,It is obvious that Susan lifted this truck that had a phone carefully,-,-
40,False,It is these cakes that Susan lifted this truck that had without falling,+,+
40,False,It is obvious that Susan lifted this truck that had without falling,-,+
40,False,It is these cakes that Susan lifted this truck that had a phone without falling,+,-
40,True,It is obvious that Susan lifted this truck that had a phone without falling,-,-
41,False,It is these cakes that Susan lifted this truck that had quickly,+,+
41,False,It is obvious that Susan lifted this truck that had quickly,-,+
41,False,It is these cakes that Susan lifted this truck that had a phone quickly,+,-
41,True,It is obvious that Susan lifted this truck that had a phone quickly,-,-
42,False,It is these cakes that Susan lifted this truck that had carefully,+,+
42,False,It is obvious that Susan lifted this truck that had carefully,-,+
42,False,It is these cakes that Susan lifted this truck that had the paperwork carefully,+,-
42,True,It is obvious that Susan lifted this truck that had the paperwork carefully,-,-
43,False,It is these cakes that Susan lifted this truck that had without falling,+,+
43,False,It is obvious that Susan lifted this truck that had without falling,-,+
43,False,It is these cakes that Susan lifted this truck that had the paperwork without falling,+,-
43,True,It is obvious that Susan lifted this truck that had the paperwork without falling,-,-
44,False,It is these cakes that Susan lifted this truck that had quickly,+,+
44,False,It is obvious that Susan lifted this truck that had quickly,-,+
44,False,It is these cakes that Susan lifted this truck that had the paperwork quickly,+,-
44,True,It is obvious that Susan lifted this truck that had the paperwork quickly,-,-
45,False,It is these cakes that Susan lifted this truck that transported carefully,+,+
45,False,It is obvious that Susan lifted this truck that transported carefully,-,+
45,False,It is these cakes that Susan lifted this truck that transported your jacket carefully,+,-
45,True,It is obvious that Susan lifted this truck that transported your jacket carefully,-,-
46,False,It is these cakes that Susan lifted this truck that transported without falling,+,+
46,False,It is obvious that Susan lifted this truck that transported without falling,-,+
46,False,It is these cakes that Susan lifted this truck that transported your jacket without falling,+,-
46,True,It is obvious that Susan lifted this truck that transported your jacket without falling,-,-
47,False,It is these cakes that Susan lifted this truck that transported quickly,+,+
47,False,It is obvious that Susan lifted this truck that transported quickly,-,+
47,False,It is these cakes that Susan lifted this truck that transported your jacket quickly,+,-
47,True,It is obvious that Susan lifted this truck that transported your jacket quickly,-,-
48,False,It is these cakes that Susan lifted this truck that transported carefully,+,+
48,False,It is obvious that Susan lifted this truck that transported carefully,-,+
48,False,It is these cakes that Susan lifted this truck that transported a phone carefully,+,-
48,True,It is obvious that Susan lifted this truck that transported a phone carefully,-,-
49,False,It is these cakes that Susan lifted this truck that transported without falling,+,+
49,False,It is obvious that Susan lifted this truck that transported without falling,-,+
49,False,It is these cakes that Susan lifted this truck that transported a phone without falling,+,-
49,True,It is obvious that Susan lifted this truck that transported a phone without falling,-,-
50,False,It is these cakes that Susan lifted this truck that transported quickly,+,+
50,False,It is obvious that Susan lifted this truck that transported quickly,-,+
50,False,It is these cakes that Susan lifted this truck that transported a phone quickly,+,-
50,True,It is obvious that Susan lifted this truck that transported a phone quickly,-,-
51,False,It is these cakes that Susan lifted this truck that transported carefully,+,+
51,False,It is obvious that Susan lifted this truck that transported carefully,-,+
51,False,It is these cakes that Susan lifted this truck that transported the paperwork carefully,+,-
51,True,It is obvious that Susan lifted this truck that transported the paperwork carefully,-,-
52,False,It is these cakes that Susan lifted this truck that transported without falling,+,+
52,False,It is obvious that Susan lifted this truck that transported without falling,-,+
52,False,It is these cakes that Susan lifted this truck that transported the paperwork without falling,+,-
52,True,It is obvious that Susan lifted this truck that transported the paperwork without falling,-,-
53,False,It is these cakes that Susan lifted this truck that transported quickly,+,+
53,False,It is obvious that Susan lifted this truck that transported quickly,-,+
53,False,It is these cakes that Susan lifted this truck that transported the paperwork quickly,+,-
53,True,It is obvious that Susan lifted this truck that transported the paperwork quickly,-,-
54,False,It is these cakes that Susan lifted her backpack that hauled carefully,+,+
54,False,It is obvious that Susan lifted her backpack that hauled carefully,-,+
54,False,It is these cakes that Susan lifted her backpack that hauled your jacket carefully,+,-
54,True,It is obvious that Susan lifted her backpack that hauled your jacket carefully,-,-
55,False,It is these cakes that Susan lifted her backpack that hauled without falling,+,+
55,False,It is obvious that Susan lifted her backpack that hauled without falling,-,+
55,False,It is these cakes that Susan lifted her backpack that hauled your jacket without falling,+,-
55,True,It is obvious that Susan lifted her backpack that hauled your jacket without falling,-,-
56,False,It is these cakes that Susan lifted her backpack that hauled quickly,+,+
56,False,It is obvious that Susan lifted her backpack that hauled quickly,-,+
56,False,It is these cakes that Susan lifted her backpack that hauled your jacket quickly,+,-
56,True,It is obvious that Susan lifted her backpack that hauled your jacket quickly,-,-
57,False,It is these cakes that Susan lifted her backpack that hauled carefully,+,+
57,False,It is obvious that Susan lifted her backpack that hauled carefully,-,+
57,False,It is these cakes that Susan lifted her backpack that hauled a phone carefully,+,-
57,True,It is obvious that Susan lifted her backpack that hauled a phone carefully,-,-
58,False,It is these cakes that Susan lifted her backpack that hauled without falling,+,+
58,False,It is obvious that Susan lifted her backpack that hauled without falling,-,+
58,False,It is these cakes that Susan lifted her backpack that hauled a phone without falling,+,-
58,True,It is obvious that Susan lifted her backpack that hauled a phone without falling,-,-
59,False,It is these cakes that Susan lifted her backpack that hauled quickly,+,+
59,False,It is obvious that Susan lifted her backpack that hauled quickly,-,+
59,False,It is these cakes that Susan lifted her backpack that hauled a phone quickly,+,-
59,True,It is obvious that Susan lifted her backpack that hauled a phone quickly,-,-
60,False,It is these cakes that Susan lifted her backpack that hauled carefully,+,+
60,False,It is obvious that Susan lifted her backpack that hauled carefully,-,+
60,False,It is these cakes that Susan lifted her backpack that hauled the paperwork carefully,+,-
60,True,It is obvious that Susan lifted her backpack that hauled the paperwork carefully,-,-
61,False,It is these cakes that Susan lifted her backpack that hauled without falling,+,+
61,False,It is obvious that Susan lifted her backpack that hauled without falling,-,+
61,False,It is these cakes that Susan lifted her backpack that hauled the paperwork without falling,+,-
61,True,It is obvious that Susan lifted her backpack that hauled the paperwork without falling,-,-
62,False,It is these cakes that Susan lifted her backpack that hauled quickly,+,+
62,False,It is obvious that Susan lifted her backpack that hauled quickly,-,+
62,False,It is these cakes that Susan lifted her backpack that hauled the paperwork quickly,+,-
62,True,It is obvious that Susan lifted her backpack that hauled the paperwork quickly,-,-
63,False,It is these cakes that Susan lifted her backpack that had carefully,+,+
63,False,It is obvious that Susan lifted her backpack that had carefully,-,+
63,False,It is these cakes that Susan lifted her backpack that had your jacket carefully,+,-
63,True,It is obvious that Susan lifted her backpack that had your jacket carefully,-,-
64,False,It is these cakes that Susan lifted her backpack that had without falling,+,+
64,False,It is obvious that Susan lifted her backpack that had without falling,-,+
64,False,It is these cakes that Susan lifted her backpack that had your jacket without falling,+,-
64,True,It is obvious that Susan lifted her backpack that had your jacket without falling,-,-
65,False,It is these cakes that Susan lifted her backpack that had quickly,+,+
65,False,It is obvious that Susan lifted her backpack that had quickly,-,+
65,False,It is these cakes that Susan lifted her backpack that had your jacket quickly,+,-
65,True,It is obvious that Susan lifted her backpack that had your jacket quickly,-,-
66,False,It is these cakes that Susan lifted her backpack that had carefully,+,+
66,False,It is obvious that Susan lifted her backpack that had carefully,-,+
66,False,It is these cakes that Susan lifted her backpack that had a phone carefully,+,-
66,True,It is obvious that Susan lifted her backpack that had a phone carefully,-,-
67,False,It is these cakes that Susan lifted her backpack that had without falling,+,+
67,False,It is obvious that Susan lifted her backpack that had without falling,-,+
67,False,It is these cakes that Susan lifted her backpack that had a phone without falling,+,-
67,True,It is obvious that Susan lifted her backpack that had a phone without falling,-,-
68,False,It is these cakes that Susan lifted her backpack that had quickly,+,+
68,False,It is obvious that Susan lifted her backpack that had quickly,-,+
68,False,It is these cakes that Susan lifted her backpack that had a phone quickly,+,-
68,True,It is obvious that Susan lifted her backpack that had a phone quickly,-,-
69,False,It is these cakes that Susan lifted her backpack that had carefully,+,+
69,False,It is obvious that Susan lifted her backpack that had carefully,-,+
69,False,It is these cakes that Susan lifted her backpack that had the paperwork carefully,+,-
69,True,It is obvious that Susan lifted her backpack that had the paperwork carefully,-,-
70,False,It is these cakes that Susan lifted her backpack that had without falling,+,+
70,False,It is obvious that Susan lifted her backpack that had without falling,-,+
70,False,It is these cakes that Susan lifted her backpack that had the paperwork without falling,+,-
70,True,It is obvious that Susan lifted her backpack that had the paperwork without falling,-,-
71,False,It is these cakes that Susan lifted her backpack that had quickly,+,+
71,False,It is obvious that Susan lifted her backpack that had quickly,-,+
71,False,It is these cakes that Susan lifted her backpack that had the paperwork quickly,+,-
71,True,It is obvious that Susan lifted her backpack that had the paperwork quickly,-,-
72,False,It is these cakes that Susan lifted her backpack that transported carefully,+,+
72,False,It is obvious that Susan lifted her backpack that transported carefully,-,+
72,False,It is these cakes that Susan lifted her backpack that transported your jacket carefully,+,-
72,True,It is obvious that Susan lifted her backpack that transported your jacket carefully,-,-
73,False,It is these cakes that Susan lifted her backpack that transported without falling,+,+
73,False,It is obvious that Susan lifted her backpack that transported without falling,-,+
73,False,It is these cakes that Susan lifted her backpack that transported your jacket without falling,+,-
73,True,It is obvious that Susan lifted her backpack that transported your jacket without falling,-,-
74,False,It is these cakes that Susan lifted her backpack that transported quickly,+,+
74,False,It is obvious that Susan lifted her backpack that transported quickly,-,+
74,False,It is these cakes that Susan lifted her backpack that transported your jacket quickly,+,-
74,True,It is obvious that Susan lifted her backpack that transported your jacket quickly,-,-
75,False,It is these cakes that Susan lifted her backpack that transported carefully,+,+
75,False,It is obvious that Susan lifted her backpack that transported carefully,-,+
75,False,It is these cakes that Susan lifted her backpack that transported a phone carefully,+,-
75,True,It is obvious that Susan lifted her backpack that transported a phone carefully,-,-
76,False,It is these cakes that Susan lifted her backpack that transported without falling,+,+
76,False,It is obvious that Susan lifted her backpack that transported without falling,-,+
76,False,It is these cakes that Susan lifted her backpack that transported a phone without falling,+,-
76,True,It is obvious that Susan lifted her backpack that transported a phone without falling,-,-
77,False,It is these cakes that Susan lifted her backpack that transported quickly,+,+
77,False,It is obvious that Susan lifted her backpack that transported quickly,-,+
77,False,It is these cakes that Susan lifted her backpack that transported a phone quickly,+,-
77,True,It is obvious that Susan lifted her backpack that transported a phone quickly,-,-
78,False,It is these cakes that Susan lifted her backpack that transported carefully,+,+
78,False,It is obvious that Susan lifted her backpack that transported carefully,-,+
78,False,It is these cakes that Susan lifted her backpack that transported the paperwork carefully,+,-
78,True,It is obvious that Susan lifted her backpack that transported the paperwork carefully,-,-
79,False,It is these cakes that Susan lifted her backpack that transported without falling,+,+
79,False,It is obvious that Susan lifted her backpack that transported without falling,-,+
79,False,It is these cakes that Susan lifted her backpack that transported the paperwork without falling,+,-
79,True,It is obvious that Susan lifted her backpack that transported the paperwork without falling,-,-
80,False,It is these cakes that Susan lifted her backpack that transported quickly,+,+
80,False,It is obvious that Susan lifted her backpack that transported quickly,-,+
80,False,It is these cakes that Susan lifted her backpack that transported the paperwork quickly,+,-
80,True,It is obvious that Susan lifted her backpack that transported the paperwork quickly,-,-
81,False,It is these cakes that Susan stole the box that hauled carefully,+,+
81,False,It is obvious that Susan stole the box that hauled carefully,-,+
81,False,It is these cakes that Susan stole the box that hauled your jacket carefully,+,-
81,True,It is obvious that Susan stole the box that hauled your jacket carefully,-,-
82,False,It is these cakes that Susan stole the box that hauled without falling,+,+
82,False,It is obvious that Susan stole the box that hauled without falling,-,+
82,False,It is these cakes that Susan stole the box that hauled your jacket without falling,+,-
82,True,It is obvious that Susan stole the box that hauled your jacket without falling,-,-
83,False,It is these cakes that Susan stole the box that hauled quickly,+,+
83,False,It is obvious that Susan stole the box that hauled quickly,-,+
83,False,It is these cakes that Susan stole the box that hauled your jacket quickly,+,-
83,True,It is obvious that Susan stole the box that hauled your jacket quickly,-,-
84,False,It is these cakes that Susan stole the box that hauled carefully,+,+
84,False,It is obvious that Susan stole the box that hauled carefully,-,+
84,False,It is these cakes that Susan stole the box that hauled a phone carefully,+,-
84,True,It is obvious that Susan stole the box that hauled a phone carefully,-,-
85,False,It is these cakes that Susan stole the box that hauled without falling,+,+
85,False,It is obvious that Susan stole the box that hauled without falling,-,+
85,False,It is these cakes that Susan stole the box that hauled a phone without falling,+,-
85,True,It is obvious that Susan stole the box that hauled a phone without falling,-,-
86,False,It is these cakes that Susan stole the box that hauled quickly,+,+
86,False,It is obvious that Susan stole the box that hauled quickly,-,+
86,False,It is these cakes that Susan stole the box that hauled a phone quickly,+,-
86,True,It is obvious that Susan stole the box that hauled a phone quickly,-,-
87,False,It is these cakes that Susan stole the box that hauled carefully,+,+
87,False,It is obvious that Susan stole the box that hauled carefully,-,+
87,False,It is these cakes that Susan stole the box that hauled the paperwork carefully,+,-
87,True,It is obvious that Susan stole the box that hauled the paperwork carefully,-,-
88,False,It is these cakes that Susan stole the box that hauled without falling,+,+
88,False,It is obvious that Susan stole the box that hauled without falling,-,+
88,False,It is these cakes that Susan stole the box that hauled the paperwork without falling,+,-
88,True,It is obvious that Susan stole the box that hauled the paperwork without falling,-,-
89,False,It is these cakes that Susan stole the box that hauled quickly,+,+
89,False,It is obvious that Susan stole the box that hauled quickly,-,+
89,False,It is these cakes that Susan stole the box that hauled the paperwork quickly,+,-
89,True,It is obvious that Susan stole the box that hauled the paperwork quickly,-,-
90,False,It is these cakes that Susan stole the box that had carefully,+,+
90,False,It is obvious that Susan stole the box that had carefully,-,+
90,False,It is these cakes that Susan stole the box that had your jacket carefully,+,-
90,True,It is obvious that Susan stole the box that had your jacket carefully,-,-
91,False,It is these cakes that Susan stole the box that had without falling,+,+
91,False,It is obvious that Susan stole the box that had without falling,-,+
91,False,It is these cakes that Susan stole the box that had your jacket without falling,+,-
91,True,It is obvious that Susan stole the box that had your jacket without falling,-,-
92,False,It is these cakes that Susan stole the box that had quickly,+,+
92,False,It is obvious that Susan stole the box that had quickly,-,+
92,False,It is these cakes that Susan stole the box that had your jacket quickly,+,-
92,True,It is obvious that Susan stole the box that had your jacket quickly,-,-
93,False,It is these cakes that Susan stole the box that had carefully,+,+
93,False,It is obvious that Susan stole the box that had carefully,-,+
93,False,It is these cakes that Susan stole the box that had a phone carefully,+,-
93,True,It is obvious that Susan stole the box that had a phone carefully,-,-
94,False,It is these cakes that Susan stole the box that had without falling,+,+
94,False,It is obvious that Susan stole the box that had without falling,-,+
94,False,It is these cakes that Susan stole the box that had a phone without falling,+,-
94,True,It is obvious that Susan stole the box that had a phone without falling,-,-
95,False,It is these cakes that Susan stole the box that had quickly,+,+
95,False,It is obvious that Susan stole the box that had quickly,-,+
95,False,It is these cakes that Susan stole the box that had a phone quickly,+,-
95,True,It is obvious that Susan stole the box that had a phone quickly,-,-
96,False,It is these cakes that Susan stole the box that had carefully,+,+
96,False,It is obvious that Susan stole the box that had carefully,-,+
96,False,It is these cakes that Susan stole the box that had the paperwork carefully,+,-
96,True,It is obvious that Susan stole the box that had the paperwork carefully,-,-
97,False,It is these cakes that Susan stole the box that had without falling,+,+
97,False,It is obvious that Susan stole the box that had without falling,-,+
97,False,It is these cakes that Susan stole the box that had the paperwork without falling,+,-
97,True,It is obvious that Susan stole the box that had the paperwork without falling,-,-
98,False,It is these cakes that Susan stole the box that had quickly,+,+
98,False,It is obvious that Susan stole the box that had quickly,-,+
98,False,It is these cakes that Susan stole the box that had the paperwork quickly,+,-
98,True,It is obvious that Susan stole the box that had the paperwork quickly,-,-
99,False,It is these cakes that Susan stole the box that transported carefully,+,+
99,False,It is obvious that Susan stole the box that transported carefully,-,+
99,False,It is these cakes that Susan stole the box that transported your jacket carefully,+,-
99,True,It is obvious that Susan stole the box that transported your jacket carefully,-,-
100,False,It is these cakes that Susan stole the box that transported without falling,+,+
100,False,It is obvious that Susan stole the box that transported without falling,-,+
100,False,It is these cakes that Susan stole the box that transported your jacket without falling,+,-
100,True,It is obvious that Susan stole the box that transported your jacket without falling,-,-
101,False,It is these cakes that Susan stole the box that transported quickly,+,+
101,False,It is obvious that Susan stole the box that transported quickly,-,+
101,False,It is these cakes that Susan stole the box that transported your jacket quickly,+,-
101,True,It is obvious that Susan stole the box that transported your jacket quickly,-,-
102,False,It is these cakes that Susan stole the box that transported carefully,+,+
102,False,It is obvious that Susan stole the box that transported carefully,-,+
102,False,It is these cakes that Susan stole the box that transported a phone carefully,+,-
102,True,It is obvious that Susan stole the box that transported a phone carefully,-,-
103,False,It is these cakes that Susan stole the box that transported without falling,+,+
103,False,It is obvious that Susan stole the box that transported without falling,-,+
103,False,It is these cakes that Susan stole the box that transported a phone without falling,+,-
103,True,It is obvious that Susan stole the box that transported a phone without falling,-,-
104,False,It is these cakes that Susan stole the box that transported quickly,+,+
104,False,It is obvious that Susan stole the box that transported quickly,-,+
104,False,It is these cakes that Susan stole the box that transported a phone quickly,+,-
104,True,It is obvious that Susan stole the box that transported a phone quickly,-,-
105,False,It is these cakes that Susan stole the box that transported carefully,+,+
105,False,It is obvious that Susan stole the box that transported carefully,-,+
105,False,It is these cakes that Susan stole the box that transported the paperwork carefully,+,-
105,True,It is obvious that Susan stole the box that transported the paperwork carefully,-,-
106,False,It is these cakes that Susan stole the box that transported without falling,+,+
106,False,It is obvious that Susan stole the box that transported without falling,-,+
106,False,It is these cakes that Susan stole the box that transported the paperwork without falling,+,-
106,True,It is obvious that Susan stole the box that transported the paperwork without falling,-,-
107,False,It is these cakes that Susan stole the box that transported quickly,+,+
107,False,It is obvious that Susan stole the box that transported quickly,-,+
107,False,It is these cakes that Susan stole the box that transported the paperwork quickly,+,-
107,True,It is obvious that Susan stole the box that transported the paperwork quickly,-,-
108,False,It is these cakes that Susan stole this truck that hauled carefully,+,+
108,False,It is obvious that Susan stole this truck that hauled carefully,-,+
108,False,It is these cakes that Susan stole this truck that hauled your jacket carefully,+,-
108,True,It is obvious that Susan stole this truck that hauled your jacket carefully,-,-
