group,grammatical,sentence,a condition,b condition
51,True,It is obvious that Michelle threw the paperwork carefully,-,-
52,True,It is these cakes that Michelle threw without falling,+,+
52,False,It is obvious that Michelle threw without falling,-,+
52,False,It is these cakes that Michelle threw the paperwork without falling,+,-
52,True,It is obvious that Michelle threw the paperwork without falling,-,-
53,True,It is these cakes that Michelle threw quickly,+,+
53,False,It is obvious that Michelle threw quickly,-,+
53,False,It is these cakes that Michelle threw the paperwork quickly,+,-
53,True,It is obvious that Michelle threw the paperwork quickly,-,-
54,True,It is these cakes that Susan lifted carefully,+,+
54,False,It is surprising that Susan lifted carefully,-,+
54,False,It is these cakes that Susan lifted your jacket carefully,+,-
54,True,It is surprising that Susan lifted your jacket carefully,-,-
55,True,It is these cakes that Susan lifted without falling,+,+
55,False,It is surprising that Susan lifted without falling,-,+
55,False,It is these cakes that Susan lifted your jacket without falling,+,-
55,True,It is surprising that Susan lifted your jacket without falling,-,-
56,True,It is these cakes that Susan lifted quickly,+,+
56,False,It is surprising that Susan lifted quickly,-,+
56,False,It is these cakes that Susan lifted your jacket quickly,+,-
56,True,It is surprising that Susan lifted your jacket quickly,-,-
57,True,It is these cakes that Susan lifted carefully,+,+
57,False,It is surprising that Susan lifted carefully,-,+
57,False,It is these cakes that Susan lifted a phone carefully,+,-
57,True,It is surprising that Susan lifted a phone carefully,-,-
58,True,It is these cakes that Susan lifted without falling,+,+
58,False,It is surprising that Susan lifted without falling,-,+
58,False,It is these cakes that Susan lifted a phone without falling,+,-
58,True,It is surprising that Susan lifted a phone without falling,-,-
59,True,It is these cakes that Susan lifted quickly,+,+
59,False,It is surprising that Susan lifted quickly,-,+
59,False,It is these cakes that Susan lifted a phone quickly,+,-
59,True,It is surprising that Susan lifted a phone quickly,-,-
60,True,It is these cakes that Susan lifted carefully,+,+
60,False,It is surprising that Susan lifted carefully,-,+
60,False,It is these cakes that Susan lifted the paperwork carefully,+,-
60,True,It is surprising that Susan lifted the paperwork carefully,-,-
61,True,It is these cakes that Susan lifted without falling,+,+
61,False,It is surprising that Susan lifted without falling,-,+
61,False,It is these cakes that Susan lifted the paperwork without falling,+,-
61,True,It is surprising that Susan lifted the paperwork without falling,-,-
62,True,It is these cakes that Susan lifted quickly,+,+
62,False,It is surprising that Susan lifted quickly,-,+
62,False,It is these cakes that Susan lifted the paperwork quickly,+,-
62,True,It is surprising that Susan lifted the paperwork quickly,-,-
63,True,It is these cakes that Susan stole carefully,+,+
63,False,It is surprising that Susan stole carefully,-,+
63,False,It is these cakes that Susan stole your jacket carefully,+,-
63,True,It is surprising that Susan stole your jacket carefully,-,-
64,True,It is these cakes that Susan stole without falling,+,+
64,False,It is surprising that Susan stole without falling,-,+
64,False,It is these cakes that Susan stole your jacket without falling,+,-
64,True,It is surprising that Susan stole your jacket without falling,-,-
65,True,It is these cakes that Susan stole quickly,+,+
65,False,It is surprising that Susan stole quickly,-,+
65,False,It is these cakes that Susan stole your jacket quickly,+,-
65,True,It is surprising that Susan stole your jacket quickly,-,-
66,True,It is these cakes that Susan stole carefully,+,+
66,False,It is surprising that Susan stole carefully,-,+
66,False,It is these cakes that Susan stole a phone carefully,+,-
66,True,It is surprising that Susan stole a phone carefully,-,-
67,True,It is these cakes that Susan stole without falling,+,+
67,False,It is surprising that Susan stole without falling,-,+
67,False,It is these cakes that Susan stole a phone without falling,+,-
67,True,It is surprising that Susan stole a phone without falling,-,-
68,True,It is these cakes that Susan stole quickly,+,+
68,False,It is surprising that Susan stole quickly,-,+
68,False,It is these cakes that Susan stole a phone quickly,+,-
68,True,It is surprising that Susan stole a phone quickly,-,-
69,True,It is these cakes that Susan stole carefully,+,+
69,False,It is surprising that Susan stole carefully,-,+
69,False,It is these cakes that Susan stole the paperwork carefully,+,-
69,True,It is surprising that Susan stole the paperwork carefully,-,-
70,True,It is these cakes that Susan stole without falling,+,+
70,False,It is surprising that Susan stole without falling,-,+
70,False,It is these cakes that Susan stole the paperwork without falling,+,-
70,True,It is surprising that Susan stole the paperwork without falling,-,-
71,True,It is these cakes that Susan stole quickly,+,+
71,False,It is surprising that Susan stole quickly,-,+
71,False,It is these cakes that Susan stole the paperwork quickly,+,-
71,True,It is surprising that Susan stole the paperwork quickly,-,-
72,True,It is these cakes that Susan threw carefully,+,+
72,False,It is surprising that Susan threw carefully,-,+
72,False,It is these cakes that Susan threw your jacket carefully,+,-
72,True,It is surprising that Susan threw your jacket carefully,-,-
73,True,It is these cakes that Susan threw without falling,+,+
73,False,It is surprising that Susan threw without falling,-,+
73,False,It is these cakes that Susan threw your jacket without falling,+,-
73,True,It is surprising that Susan threw your jacket without falling,-,-
74,True,It is these cakes that Susan threw quickly,+,+
74,False,It is surprising that Susan threw quickly,-,+
74,False,It is these cakes that Susan threw your jacket quickly,+,-
74,True,It is surprising that Susan threw your jacket quickly,-,-
75,True,It is these cakes that Susan threw carefully,+,+
75,False,It is surprising that Susan threw carefully,-,+
75,False,It is these cakes that Susan threw a phone carefully,+,-
75,True,It is surprising that Susan threw a phone carefully,-,-
76,True,It is these cakes that Susan threw without falling,+,+
76,False,It is surprising that Susan threw without falling,-,+
76,False,It is these cakes that Susan threw a phone without falling,+,-
76,True,It is surprising that Susan threw a phone without falling,-,-
77,True,It is these cakes that Susan threw quickly,+,+
77,False,It is surprising that Susan threw quickly,-,+
77,False,It is these cakes that Susan threw a phone quickly,+,-
77,True,It is surprising that Susan threw a phone quickly,-,-
78,True,It is these cakes that Susan threw carefully,+,+
78,False,It is surprising that Susan threw carefully,-,+
78,False,It is these cakes that Susan threw the paperwork carefully,+,-
78,True,It is surprising that Susan threw the paperwork carefully,-,-
79,True,It is these cakes that Susan threw without falling,+,+
79,False,It is surprising that Susan threw without falling,-,+
79,False,It is these cakes that Susan threw the paperwork without falling,+,-
79,True,It is surprising that Susan threw the paperwork without falling,-,-
80,True,It is these cakes that Susan threw quickly,+,+
80,False,It is surprising that Susan threw quickly,-,+
80,False,It is these cakes that Susan threw the paperwork quickly,+,-
80,True,It is surprising that Susan threw the paperwork quickly,-,-
81,True,It is these cakes that Michelle lifted carefully,+,+
81,False,It is surprising that Michelle lifted carefully,-,+
81,False,It is these cakes that Michelle lifted your jacket carefully,+,-
81,True,It is surprising that Michelle lifted your jacket carefully,-,-
82,True,It is these cakes that Michelle lifted without falling,+,+
82,False,It is surprising that Michelle lifted without falling,-,+
82,False,It is these cakes that Michelle lifted your jacket without falling,+,-
82,True,It is surprising that Michelle lifted your jacket without falling,-,-
83,True,It is these cakes that Michelle lifted quickly,+,+
83,False,It is surprising that Michelle lifted quickly,-,+
83,False,It is these cakes that Michelle lifted your jacket quickly,+,-
83,True,It is surprising that Michelle lifted your jacket quickly,-,-
84,True,It is these cakes that Michelle lifted carefully,+,+
84,False,It is surprising that Michelle lifted carefully,-,+
84,False,It is these cakes that Michelle lifted a phone carefully,+,-
84,True,It is surprising that Michelle lifted a phone carefully,-,-
85,True,It is these cakes that Michelle lifted without falling,+,+
85,False,It is surprising that Michelle lifted without falling,-,+
85,False,It is these cakes that Michelle lifted a phone without falling,+,-
85,True,It is surprising that Michelle lifted a phone without falling,-,-
86,True,It is these cakes that Michelle lifted quickly,+,+
86,False,It is surprising that Michelle lifted quickly,-,+
86,False,It is these cakes that Michelle lifted a phone quickly,+,-
86,True,It is surprising that Michelle lifted a phone quickly,-,-
87,True,It is these cakes that Michelle lifted carefully,+,+
87,False,It is surprising that Michelle lifted carefully,-,+
87,False,It is these cakes that Michelle lifted the paperwork carefully,+,-
87,True,It is surprising that Michelle lifted the paperwork carefully,-,-
88,True,It is these cakes that Michelle lifted without falling,+,+
88,False,It is surprising that Michelle lifted without falling,-,+
88,False,It is these cakes that Michelle lifted the paperwork without falling,+,-
88,True,It is surprising that Michelle lifted the paperwork without falling,-,-
89,True,It is these cakes that Michelle lifted quickly,+,+
89,False,It is surprising that Michelle lifted quickly,-,+
89,False,It is these cakes that Michelle lifted the paperwork quickly,+,-
89,True,It is surprising that Michelle lifted the paperwork quickly,-,-
90,True,It is these cakes that Michelle stole carefully,+,+
90,False,It is surprising that Michelle stole carefully,-,+
90,False,It is these cakes that Michelle stole your jacket carefully,+,-
90,True,It is surprising that Michelle stole your jacket carefully,-,-
91,True,It is these cakes that Michelle stole without falling,+,+
91,False,It is surprising that Michelle stole without falling,-,+
91,False,It is these cakes that Michelle stole your jacket without falling,+,-
91,True,It is surprising that Michelle stole your jacket without falling,-,-
92,True,It is these cakes that Michelle stole quickly,+,+
92,False,It is surprising that Michelle stole quickly,-,+
92,False,It is these cakes that Michelle stole your jacket quickly,+,-
92,True,It is surprising that Michelle stole your jacket quickly,-,-
93,True,It is these cakes that Michelle stole carefully,+,+
93,False,It is surprising that Michelle stole carefully,-,+
93,False,It is these cakes that Michelle stole a phone carefully,+,-
93,True,It is surprising that Michelle stole a phone carefully,-,-
94,True,It is these cakes that Michelle stole without falling,+,+
94,False,It is surprising that Michelle stole without falling,-,+
94,False,It is these cakes that Michelle stole a phone without falling,+,-
94,True,It is surprising that Michelle stole a phone without falling,-,-
95,True,It is these cakes that Michelle stole quickly,+,+
95,False,It is surprising that Michelle stole quickly,-,+
95,False,It is these cakes that Michelle stole a phone quickly,+,-
95,True,It is surprising that Michelle stole a phone quickly,-,-
96,True,It is these cakes that Michelle stole carefully,+,+
96,False,It is surprising that Michelle stole carefully,-,+
96,False,It is these cakes that Michelle stole the paperwork carefully,+,-
96,True,It is surprising that Michelle stole the paperwork carefully,-,-
97,True,It is these cakes that Michelle stole without falling,+,+
97,False,It is surprising that Michelle stole without falling,-,+
97,False,It is these cakes that Michelle stole the paperwork without falling,+,-
97,True,It is surprising that Michelle stole the paperwork without falling,-,-
98,True,It is these cakes that Michelle stole quickly,+,+
98,False,It is surprising that Michelle stole quickly,-,+
98,False,It is these cakes that Michelle stole the paperwork quickly,+,-
98,True,It is surprising that Michelle stole the paperwork quickly,-,-
99,True,It is these cakes that Michelle threw carefully,+,+
99,False,It is surprising that Michelle threw carefully,-,+
99,False,It is these cakes that Michelle threw your jacket carefully,+,-
99,True,It is surprising that Michelle threw your jacket carefully,-,-
100,True,It is these cakes that Michelle threw without falling,+,+
100,False,It is surprising that Michelle threw without falling,-,+
100,False,It is these cakes that Michelle threw your jacket without falling,+,-
100,True,It is surprising that Michelle threw your jacket without falling,-,-
101,True,It is these cakes that Michelle threw quickly,+,+
101,False,It is surprising that Michelle threw quickly,-,+
101,False,It is these cakes that Michelle threw your jacket quickly,+,-
101,True,It is surprising that Michelle threw your jacket quickly,-,-
102,True,It is these cakes that Michelle threw carefully,+,+
102,False,It is surprising that Michelle threw carefully,-,+
102,False,It is these cakes that Michelle threw a phone carefully,+,-
102,True,It is surprising that Michelle threw a phone carefully,-,-
103,True,It is these cakes that Michelle threw without falling,+,+
103,False,It is surprising that Michelle threw without falling,-,+
103,False,It is these cakes that Michelle threw a phone without falling,+,-
103,True,It is surprising that Michelle threw a phone without falling,-,-
104,True,It is these cakes that Michelle threw quickly,+,+
104,False,It is surprising that Michelle threw quickly,-,+
104,False,It is these cakes that Michelle threw a phone quickly,+,-
104,True,It is surprising that Michelle threw a phone quickly,-,-
105,True,It is these cakes that Michelle threw carefully,+,+
105,False,It is surprising that Michelle threw carefully,-,+
105,False,It is these cakes that Michelle threw the paperwork carefully,+,-
105,True,It is surprising that Michelle threw the paperwork carefully,-,-
106,True,It is these cakes that Michelle threw without falling,+,+
106,False,It is surprising that Michelle threw without falling,-,+
106,False,It is these cakes that Michelle threw the paperwork without falling,+,-
106,True,It is surprising that Michelle threw the paperwork without falling,-,-
107,True,It is these cakes that Michelle threw quickly,+,+
107,False,It is surprising that Michelle threw quickly,-,+
107,False,It is these cakes that Michelle threw the paperwork quickly,+,-
107,True,It is surprising that Michelle threw the paperwork quickly,-,-
108,True,It is these cakes that Susan lifted carefully,+,+
108,False,It is annoying that Susan lifted carefully,-,+
108,False,It is these cakes that Susan lifted your jacket carefully,+,-
108,True,It is annoying that Susan lifted your jacket carefully,-,-
109,True,It is these cakes that Susan lifted without falling,+,+
109,False,It is annoying that Susan lifted without falling,-,+
109,False,It is these cakes that Susan lifted your jacket without falling,+,-
109,True,It is annoying that Susan lifted your jacket without falling,-,-
110,True,It is these cakes that Susan lifted quickly,+,+
110,False,It is annoying that Susan lifted quickly,-,+
110,False,It is these cakes that Susan lifted your jacket quickly,+,-
110,True,It is annoying that Susan lifted your jacket quickly,-,-
111,True,It is these cakes that Susan lifted carefully,+,+
111,False,It is annoying that Susan lifted carefully,-,+
111,False,It is these cakes that Susan lifted a phone carefully,+,-
111,True,It is annoying that Susan lifted a phone carefully,-,-
112,True,It is these cakes that Susan lifted without falling,+,+
112,False,It is annoying that Susan lifted without falling,-,+
112,False,It is these cakes that Susan lifted a phone without falling,+,-
112,True,It is annoying that Susan lifted a phone without falling,-,-
113,True,It is these cakes that Susan lifted quickly,+,+
113,False,It is annoying that Susan lifted quickly,-,+
113,False,It is these cakes that Susan lifted a phone quickly,+,-
113,True,It is annoying that Susan lifted a phone quickly,-,-
114,True,It is these cakes that Susan lifted carefully,+,+
114,False,It is annoying that Susan lifted carefully,-,+
114,False,It is these cakes that Susan lifted the paperwork carefully,+,-
114,True,It is annoying that Susan lifted the paperwork carefully,-,-
115,True,It is these cakes that Susan lifted without falling,+,+
115,False,It is annoying that Susan lifted without falling,-,+
115,False,It is these cakes that Susan lifted the paperwork without falling,+,-
115,True,It is annoying that Susan lifted the paperwork without falling,-,-
116,True,It is these cakes that Susan lifted quickly,+,+
116,False,It is annoying that Susan lifted quickly,-,+
116,False,It is these cakes that Susan lifted the paperwork quickly,+,-
116,True,It is annoying that Susan lifted the paperwork quickly,-,-
117,True,It is these cakes that Susan stole carefully,+,+
117,False,It is annoying that Susan stole carefully,-,+
117,False,It is these cakes that Susan stole your jacket carefully,+,-
117,True,It is annoying that Susan stole your jacket carefully,-,-
118,True,It is these cakes that Susan stole without falling,+,+
118,False,It is annoying that Susan stole without falling,-,+
118,False,It is these cakes that Susan stole your jacket without falling,+,-
118,True,It is annoying that Susan stole your jacket without falling,-,-
119,True,It is these cakes that Susan stole quickly,+,+
119,False,It is annoying that Susan stole quickly,-,+
119,False,It is these cakes that Susan stole your jacket quickly,+,-
119,True,It is annoying that Susan stole your jacket quickly,-,-
120,True,It is these cakes that Susan stole carefully,+,+
120,False,It is annoying that Susan stole carefully,-,+
120,False,It is these cakes that Susan stole a phone carefully,+,-
120,True,It is annoying that Susan stole a phone carefully,-,-
121,True,It is these cakes that Susan stole without falling,+,+
121,False,It is annoying that Susan stole without falling,-,+
121,False,It is these cakes that Susan stole a phone without falling,+,-
121,True,It is annoying that Susan stole a phone without falling,-,-
122,True,It is these cakes that Susan stole quickly,+,+
122,False,It is annoying that Susan stole quickly,-,+
122,False,It is these cakes that Susan stole a phone quickly,+,-
122,True,It is annoying that Susan stole a phone quickly,-,-
123,True,It is these cakes that Susan stole carefully,+,+
123,False,It is annoying that Susan stole carefully,-,+
123,False,It is these cakes that Susan stole the paperwork carefully,+,-
123,True,It is annoying that Susan stole the paperwork carefully,-,-
124,True,It is these cakes that Susan stole without falling,+,+
124,False,It is annoying that Susan stole without falling,-,+
124,False,It is these cakes that Susan stole the paperwork without falling,+,-
124,True,It is annoying that Susan stole the paperwork without falling,-,-
125,True,It is these cakes that Susan stole quickly,+,+
125,False,It is annoying that Susan stole quickly,-,+
125,False,It is these cakes that Susan stole the paperwork quickly,+,-
125,True,It is annoying that Susan stole the paperwork quickly,-,-
126,True,It is these cakes that Susan threw carefully,+,+
126,False,It is annoying that Susan threw carefully,-,+
126,False,It is these cakes that Susan threw your jacket carefully,+,-
126,True,It is annoying that Susan threw your jacket carefully,-,-
127,True,It is these cakes that Susan threw without falling,+,+
127,False,It is annoying that Susan threw without falling,-,+
127,False,It is these cakes that Susan threw your jacket without falling,+,-
127,True,It is annoying that Susan threw your jacket without falling,-,-
128,True,It is these cakes that Susan threw quickly,+,+
128,False,It is annoying that Susan threw quickly,-,+
128,False,It is these cakes that Susan threw your jacket quickly,+,-
128,True,It is annoying that Susan threw your jacket quickly,-,-
129,True,It is these cakes that Susan threw carefully,+,+
129,False,It is annoying that Susan threw carefully,-,+
129,False,It is these cakes that Susan threw a phone carefully,+,-
129,True,It is annoying that Susan threw a phone carefully,-,-
130,True,It is these cakes that Susan threw without falling,+,+
130,False,It is annoying that Susan threw without falling,-,+
130,False,It is these cakes that Susan threw a phone without falling,+,-
130,True,It is annoying that Susan threw a phone without falling,-,-
131,True,It is these cakes that Susan threw quickly,+,+
131,False,It is annoying that Susan threw quickly,-,+
131,False,It is these cakes that Susan threw a phone quickly,+,-
131,True,It is annoying that Susan threw a phone quickly,-,-
132,True,It is these cakes that Susan threw carefully,+,+
132,False,It is annoying that Susan threw carefully,-,+
132,False,It is these cakes that Susan threw the paperwork carefully,+,-
132,True,It is annoying that Susan threw the paperwork carefully,-,-
