Type,Sentence,Grammatical,Set,Critical String,Region Start,Region End
<S_FG>,I know who Eric's recent praising of bothered recently,True,No Set,recently,46,54
<S_FG>,I know who Melissa's recent praising of bothered recently,True,No Set,recently,49,57
<S_FG>,I know who Timothy's recent praising of bothered recently,True,No Set,recently,49,57
<S_FG>,I know who Michael's current praising of bothered recently,True,No Set,recently,50,58
<S_FG>,I know who Ashley's current praising of bothered recently,True,No Set,recently,49,57
<S_FG>,I know who Daniel's current praising of bothered recently,True,No Set,recently,49,57
<S_FG>,I know who John's current praising of bothered recently,True,No Set,recently,47,55
<S_FG>,I know who Brandon's current praising of bothered recently,True,No Set,recently,50,58
<S_FG>,I know who William's current praising of bothered recently,True,No Set,recently,50,58
<S_FG>,I know who Nicole's current praising of bothered recently,True,No Set,recently,49,57
<S_FG>,I know who Eric's current praising of bothered recently,True,No Set,recently,47,55
<S_FG>,I know who Melissa's current praising of bothered recently,True,No Set,recently,50,58
<S_FG>,I know who Timothy's current praising of bothered recently,True,No Set,recently,50,58
<S_FG>,I know who Michael's recent talking to distracted recently,True,Test,recently,50,58
<S_FG>,I know who Ashley's recent talking to distracted recently,True,Test,recently,49,57
<S_FG>,I know who Daniel's recent talking to distracted recently,True,Test,recently,49,57
<S_FG>,I know who John's recent talking to distracted recently,True,Test,recently,47,55
<S_FG>,I know who Brandon's recent talking to distracted recently,True,Test,recently,50,58
<S_FG>,I know who William's recent talking to distracted recently,True,Test,recently,50,58
<S_FG>,I know who Nicole's recent talking to distracted recently,True,No Set,recently,49,57
<S_FG>,I know who Eric's recent talking to distracted recently,True,No Set,recently,47,55
<S_FG>,I know who Melissa's recent talking to distracted recently,True,No Set,recently,50,58
<S_FG>,I know who Timothy's recent talking to distracted recently,True,No Set,recently,50,58
<S_FG>,I know who Michael's current talking to distracted recently,True,No Set,recently,51,59
<S_FG>,I know who Ashley's current talking to distracted recently,True,No Set,recently,50,58
<S_FG>,I know who Daniel's current talking to distracted recently,True,No Set,recently,50,58
<S_FG>,I know who John's current talking to distracted recently,True,No Set,recently,48,56
<S_FG>,I know who Brandon's current talking to distracted recently,True,No Set,recently,51,59
<S_FG>,I know who William's current talking to distracted recently,True,No Set,recently,51,59
<S_FG>,I know who Nicole's current talking to distracted recently,True,No Set,recently,50,58
<S_FG>,I know who Eric's current talking to distracted recently,True,No Set,recently,48,56
<S_FG>,I know who Melissa's current talking to distracted recently,True,No Set,recently,51,59
<S_FG>,I know who Timothy's current talking to distracted recently,True,No Set,recently,51,59
<S_FG>,I know who Michael's recent attitude towards distracted recently,True,Test,recently,56,64
<S_FG>,I know who Ashley's recent attitude towards distracted recently,True,Test,recently,55,63
<S_FG>,I know who Daniel's recent attitude towards distracted recently,True,Test,recently,55,63
<S_FG>,I know who John's recent attitude towards distracted recently,True,Test,recently,53,61
<S_FG>,I know who Brandon's recent attitude towards distracted recently,True,Test,recently,56,64
<S_FG>,I know who William's recent attitude towards distracted recently,True,Test,recently,56,64
<S_FG>,I know who Nicole's recent attitude towards distracted recently,True,No Set,recently,55,63
<S_FG>,I know who Eric's recent attitude towards distracted recently,True,No Set,recently,53,61
<S_FG>,I know who Melissa's recent attitude towards distracted recently,True,No Set,recently,56,64
<S_FG>,I know who Timothy's recent attitude towards distracted recently,True,No Set,recently,56,64
<S_FG>,I know who Michael's current attitude towards distracted recently,True,No Set,recently,57,65
<S_FG>,I know who Ashley's current attitude towards distracted recently,True,No Set,recently,56,64
<S_FG>,I know who Daniel's current attitude towards distracted recently,True,No Set,recently,56,64
<S_FG>,I know who John's current attitude towards distracted recently,True,No Set,recently,54,62
<S_FG>,I know who Brandon's current attitude towards distracted recently,True,No Set,recently,57,65
<S_FG>,I know who William's current attitude towards distracted recently,True,No Set,recently,57,65
<S_FG>,I know who Nicole's current attitude towards distracted recently,True,No Set,recently,56,64
<S_FG>,I know who Eric's current attitude towards distracted recently,True,No Set,recently,54,62
<S_FG>,I know who Melissa's current attitude towards distracted recently,True,No Set,recently,57,65
<S_FG>,I know who Timothy's current attitude towards distracted recently,True,No Set,recently,57,65
<S_FG>,I know who Michael's recent friendship with distracted recently,True,Test,recently,55,63
<S_FG>,I know who Ashley's recent friendship with distracted recently,True,Test,recently,54,62
<S_FG>,I know who Daniel's recent friendship with distracted recently,True,Test,recently,54,62
<S_FG>,I know who John's recent friendship with distracted recently,True,Test,recently,52,60
<S_FG>,I know who Brandon's recent friendship with distracted recently,True,Test,recently,55,63
<S_FG>,I know who William's recent friendship with distracted recently,True,Test,recently,55,63
<S_FG>,I know who Nicole's recent friendship with distracted recently,True,No Set,recently,54,62
<S_FG>,I know who Eric's recent friendship with distracted recently,True,No Set,recently,52,60
<S_FG>,I know who Melissa's recent friendship with distracted recently,True,No Set,recently,55,63
<S_FG>,I know who Timothy's recent friendship with distracted recently,True,No Set,recently,55,63
<S_FG>,I know who Michael's current friendship with distracted recently,True,No Set,recently,56,64
<S_FG>,I know who Ashley's current friendship with distracted recently,True,No Set,recently,55,63
<S_FG>,I know who Daniel's current friendship with distracted recently,True,No Set,recently,55,63
<S_FG>,I know who John's current friendship with distracted recently,True,No Set,recently,53,61
<S_FG>,I know who Brandon's current friendship with distracted recently,True,No Set,recently,56,64
<S_FG>,I know who William's current friendship with distracted recently,True,No Set,recently,56,64
<S_FG>,I know who Nicole's current friendship with distracted recently,True,No Set,recently,55,63
<S_FG>,I know who Eric's current friendship with distracted recently,True,No Set,recently,53,61
<S_FG>,I know who Melissa's current friendship with distracted recently,True,No Set,recently,56,64
<S_FG>,I know who Timothy's current friendship with distracted recently,True,No Set,recently,56,64
<S_FG>,I know who Michael's recent praising of distracted recently,True,No Set,recently,51,59
<S_FG>,I know who Ashley's recent praising of distracted recently,True,No Set,recently,50,58
<S_FG>,I know who Daniel's recent praising of distracted recently,True,No Set,recently,50,58
<S_FG>,I know who John's recent praising of distracted recently,True,No Set,recently,48,56
<S_FG>,I know who Brandon's recent praising of distracted recently,True,No Set,recently,51,59
<S_FG>,I know who William's recent praising of distracted recently,True,No Set,recently,51,59
<S_FG>,I know who Nicole's recent praising of distracted recently,True,No Set,recently,50,58
<S_FG>,I know who Eric's recent praising of distracted recently,True,No Set,recently,48,56
<S_FG>,I know who Melissa's recent praising of distracted recently,True,No Set,recently,51,59
<S_FG>,I know who Timothy's recent praising of distracted recently,True,No Set,recently,51,59
<S_FG>,I know who Michael's current praising of distracted recently,True,No Set,recently,52,60
<S_FG>,I know who Ashley's current praising of distracted recently,True,No Set,recently,51,59
<S_FG>,I know who Daniel's current praising of distracted recently,True,No Set,recently,51,59
<S_FG>,I know who John's current praising of distracted recently,True,No Set,recently,49,57
<S_FG>,I know who Brandon's current praising of distracted recently,True,No Set,recently,52,60
<S_FG>,I know who William's current praising of distracted recently,True,No Set,recently,52,60
<S_FG>,I know who Nicole's current praising of distracted recently,True,No Set,recently,51,59
<S_FG>,I know who Eric's current praising of distracted recently,True,No Set,recently,49,57
<S_FG>,I know who Melissa's current praising of distracted recently,True,No Set,recently,52,60
<S_FG>,I know who Timothy's current praising of distracted recently,True,No Set,recently,52,60
<S_FG>,I know who Michael's recent talking to worried recently,True,Test,recently,47,55
<S_FG>,I know who Ashley's recent talking to worried recently,True,Test,recently,46,54
<S_FG>,I know who Daniel's recent talking to worried recently,True,Test,recently,46,54
<S_FG>,I know who John's recent talking to worried recently,True,Test,recently,44,52
<S_FG>,I know who Brandon's recent talking to worried recently,True,Test,recently,47,55
<S_FG>,I know who William's recent talking to worried recently,True,Test,recently,47,55
<S_FG>,I know who Nicole's recent talking to worried recently,True,No Set,recently,46,54
<S_FG>,I know who Eric's recent talking to worried recently,True,No Set,recently,44,52
<S_FG>,I know who Melissa's recent talking to worried recently,True,No Set,recently,47,55
<S_FG>,I know who Timothy's recent talking to worried recently,True,No Set,recently,47,55
<S_FG>,I know who Michael's current talking to worried recently,True,No Set,recently,48,56
<S_FG>,I know who Ashley's current talking to worried recently,True,No Set,recently,47,55
<S_FG>,I know who Daniel's current talking to worried recently,True,No Set,recently,47,55
<S_FG>,I know who John's current talking to worried recently,True,No Set,recently,45,53
<S_FG>,I know who Brandon's current talking to worried recently,True,No Set,recently,48,56
<S_FG>,I know who William's current talking to worried recently,True,No Set,recently,48,56
<S_FG>,I know who Nicole's current talking to worried recently,True,No Set,recently,47,55
<S_FG>,I know who Eric's current talking to worried recently,True,No Set,recently,45,53
<S_FG>,I know who Melissa's current talking to worried recently,True,No Set,recently,48,56
<S_FG>,I know who Timothy's current talking to worried recently,True,No Set,recently,48,56
<S_FG>,I know who Michael's recent attitude towards worried recently,True,Test,recently,53,61
<S_FG>,I know who Ashley's recent attitude towards worried recently,True,Test,recently,52,60
<S_FG>,I know who Daniel's recent attitude towards worried recently,True,Test,recently,52,60
<S_FG>,I know who John's recent attitude towards worried recently,True,Test,recently,50,58
<S_FG>,I know who Brandon's recent attitude towards worried recently,True,Test,recently,53,61
<S_FG>,I know who William's recent attitude towards worried recently,True,Test,recently,53,61
<S_FG>,I know who Nicole's recent attitude towards worried recently,True,No Set,recently,52,60
<S_FG>,I know who Eric's recent attitude towards worried recently,True,No Set,recently,50,58
<S_FG>,I know who Melissa's recent attitude towards worried recently,True,No Set,recently,53,61
<S_FG>,I know who Timothy's recent attitude towards worried recently,True,No Set,recently,53,61
<S_FG>,I know who Michael's current attitude towards worried recently,True,No Set,recently,54,62
<S_FG>,I know who Ashley's current attitude towards worried recently,True,No Set,recently,53,61
<S_FG>,I know who Daniel's current attitude towards worried recently,True,No Set,recently,53,61
<S_FG>,I know who John's current attitude towards worried recently,True,No Set,recently,51,59
<S_FG>,I know who Brandon's current attitude towards worried recently,True,No Set,recently,54,62
<S_FG>,I know who William's current attitude towards worried recently,True,No Set,recently,54,62
<S_FG>,I know who Nicole's current attitude towards worried recently,True,No Set,recently,53,61
<S_FG>,I know who Eric's current attitude towards worried recently,True,No Set,recently,51,59
<S_FG>,I know who Melissa's current attitude towards worried recently,True,No Set,recently,54,62
<S_FG>,I know who Timothy's current attitude towards worried recently,True,No Set,recently,54,62
<S_FG>,I know who Michael's recent friendship with worried recently,True,Test,recently,52,60
<S_FG>,I know who Ashley's recent friendship with worried recently,True,Test,recently,51,59
<S_FG>,I know who Daniel's recent friendship with worried recently,True,Test,recently,51,59
<S_FG>,I know who John's recent friendship with worried recently,True,Test,recently,49,57
<S_FG>,I know who Brandon's recent friendship with worried recently,True,Test,recently,52,60
<S_FG>,I know who William's recent friendship with worried recently,True,Test,recently,52,60
<S_FG>,I know who Nicole's recent friendship with worried recently,True,No Set,recently,51,59
<S_FG>,I know who Eric's recent friendship with worried recently,True,No Set,recently,49,57
<S_FG>,I know who Melissa's recent friendship with worried recently,True,No Set,recently,52,60
<S_FG>,I know who Timothy's recent friendship with worried recently,True,No Set,recently,52,60
<S_FG>,I know who Michael's current friendship with worried recently,True,No Set,recently,53,61
<S_FG>,I know who Ashley's current friendship with worried recently,True,No Set,recently,52,60
<S_FG>,I know who Daniel's current friendship with worried recently,True,No Set,recently,52,60
<S_FG>,I know who John's current friendship with worried recently,True,No Set,recently,50,58
<S_FG>,I know who Brandon's current friendship with worried recently,True,No Set,recently,53,61
<S_FG>,I know who William's current friendship with worried recently,True,No Set,recently,53,61
<S_FG>,I know who Nicole's current friendship with worried recently,True,No Set,recently,52,60
<S_FG>,I know who Eric's current friendship with worried recently,True,No Set,recently,50,58
<S_FG>,I know who Melissa's current friendship with worried recently,True,No Set,recently,53,61
<S_FG>,I know who Timothy's current friendship with worried recently,True,No Set,recently,53,61
<S_FG>,I know who Michael's recent praising of worried recently,True,No Set,recently,48,56
<S_FG>,I know who Ashley's recent praising of worried recently,True,No Set,recently,47,55
<S_FG>,I know who Daniel's recent praising of worried recently,True,No Set,recently,47,55
<S_FG>,I know who John's recent praising of worried recently,True,No Set,recently,45,53
<S_FG>,I know who Brandon's recent praising of worried recently,True,No Set,recently,48,56
<S_FG>,I know who William's recent praising of worried recently,True,No Set,recently,48,56
<S_FG>,I know who Nicole's recent praising of worried recently,True,No Set,recently,47,55
<S_FG>,I know who Eric's recent praising of worried recently,True,No Set,recently,45,53
<S_FG>,I know who Melissa's recent praising of worried recently,True,No Set,recently,48,56
<S_FG>,I know who Timothy's recent praising of worried recently,True,No Set,recently,48,56
<S_FG>,I know who Michael's current praising of worried recently,True,No Set,recently,49,57
<S_FG>,I know who Ashley's current praising of worried recently,True,No Set,recently,48,56
<S_FG>,I know who Daniel's current praising of worried recently,True,No Set,recently,48,56
<S_FG>,I know who John's current praising of worried recently,True,No Set,recently,46,54
<S_FG>,I know who Brandon's current praising of worried recently,True,No Set,recently,49,57
<S_FG>,I know who William's current praising of worried recently,True,No Set,recently,49,57
<S_FG>,I know who Nicole's current praising of worried recently,True,No Set,recently,48,56
<S_FG>,I know who Eric's current praising of worried recently,True,No Set,recently,46,54
<S_FG>,I know who Melissa's current praising of worried recently,True,No Set,recently,49,57
<S_FG>,I know who Timothy's current praising of worried recently,True,No Set,recently,49,57
<S_FG>,I know who Michael's recent talking to annoyed recently,True,No Set,recently,47,55
<S_FG>,I know who Ashley's recent talking to annoyed recently,True,No Set,recently,46,54
<S_FG>,I know who Daniel's recent talking to annoyed recently,True,No Set,recently,46,54
<S_FG>,I know who John's recent talking to annoyed recently,True,No Set,recently,44,52
<S_FG>,I know who Brandon's recent talking to annoyed recently,True,No Set,recently,47,55
<S_FG>,I know who William's recent talking to annoyed recently,True,No Set,recently,47,55
<S_FG>,I know who Nicole's recent talking to annoyed recently,True,No Set,recently,46,54
<S_FG>,I know who Eric's recent talking to annoyed recently,True,No Set,recently,44,52
<S_FG>,I know who Melissa's recent talking to annoyed recently,True,No Set,recently,47,55
<S_FG>,I know who Timothy's recent talking to annoyed recently,True,No Set,recently,47,55
<S_FG>,I know who Michael's current talking to annoyed recently,True,No Set,recently,48,56
<S_FG>,I know who Ashley's current talking to annoyed recently,True,No Set,recently,47,55
<S_FG>,I know who Daniel's current talking to annoyed recently,True,No Set,recently,47,55
<S_FG>,I know who John's current talking to annoyed recently,True,No Set,recently,45,53
<S_FG>,I know who Brandon's current talking to annoyed recently,True,No Set,recently,48,56
<S_FG>,I know who William's current talking to annoyed recently,True,No Set,recently,48,56
<S_FG>,I know who Nicole's current talking to annoyed recently,True,No Set,recently,47,55
<S_FG>,I know who Eric's current talking to annoyed recently,True,No Set,recently,45,53
<S_FG>,I know who Melissa's current talking to annoyed recently,True,No Set,recently,48,56
<S_FG>,I know who Timothy's current talking to annoyed recently,True,No Set,recently,48,56
<S_FG>,I know who Michael's recent attitude towards annoyed recently,True,No Set,recently,53,61
<S_FG>,I know who Ashley's recent attitude towards annoyed recently,True,No Set,recently,52,60
<S_FG>,I know who Daniel's recent attitude towards annoyed recently,True,No Set,recently,52,60
<S_FG>,I know who John's recent attitude towards annoyed recently,True,No Set,recently,50,58
<S_FG>,I know who Brandon's recent attitude towards annoyed recently,True,No Set,recently,53,61
<S_FG>,I know who William's recent attitude towards annoyed recently,True,No Set,recently,53,61
<S_FG>,I know who Nicole's recent attitude towards annoyed recently,True,No Set,recently,52,60
<S_FG>,I know who Eric's recent attitude towards annoyed recently,True,No Set,recently,50,58
<S_FG>,I know who Melissa's recent attitude towards annoyed recently,True,No Set,recently,53,61
<S_FG>,I know who Timothy's recent attitude towards annoyed recently,True,No Set,recently,53,61
<S_FG>,I know who Michael's current attitude towards annoyed recently,True,No Set,recently,54,62
<S_FG>,I know who Ashley's current attitude towards annoyed recently,True,No Set,recently,53,61
<S_FG>,I know who Daniel's current attitude towards annoyed recently,True,No Set,recently,53,61
<S_FG>,I know who John's current attitude towards annoyed recently,True,No Set,recently,51,59
<S_FG>,I know who Brandon's current attitude towards annoyed recently,True,No Set,recently,54,62
<S_FG>,I know who William's current attitude towards annoyed recently,True,No Set,recently,54,62
<S_FG>,I know who Nicole's current attitude towards annoyed recently,True,No Set,recently,53,61
<S_FG>,I know who Eric's current attitude towards annoyed recently,True,No Set,recently,51,59
<S_FG>,I know who Melissa's current attitude towards annoyed recently,True,No Set,recently,54,62
<S_FG>,I know who Timothy's current attitude towards annoyed recently,True,No Set,recently,54,62
<S_FG>,I know who Michael's recent friendship with annoyed recently,True,No Set,recently,52,60
<S_FG>,I know who Ashley's recent friendship with annoyed recently,True,No Set,recently,51,59
<S_FG>,I know who Daniel's recent friendship with annoyed recently,True,No Set,recently,51,59
<S_FG>,I know who John's recent friendship with annoyed recently,True,No Set,recently,49,57
<S_FG>,I know who Brandon's recent friendship with annoyed recently,True,No Set,recently,52,60
<S_FG>,I know who William's recent friendship with annoyed recently,True,No Set,recently,52,60
<S_FG>,I know who Nicole's recent friendship with annoyed recently,True,No Set,recently,51,59
<S_FG>,I know who Eric's recent friendship with annoyed recently,True,No Set,recently,49,57
<S_FG>,I know who Melissa's recent friendship with annoyed recently,True,No Set,recently,52,60
<S_FG>,I know who Timothy's recent friendship with annoyed recently,True,No Set,recently,52,60
<S_FG>,I know who Michael's current friendship with annoyed recently,True,No Set,recently,53,61
<S_FG>,I know who Ashley's current friendship with annoyed recently,True,No Set,recently,52,60
<S_FG>,I know who Daniel's current friendship with annoyed recently,True,No Set,recently,52,60
<S_FG>,I know who John's current friendship with annoyed recently,True,No Set,recently,50,58
<S_FG>,I know who Brandon's current friendship with annoyed recently,True,No Set,recently,53,61
<S_FG>,I know who William's current friendship with annoyed recently,True,No Set,recently,53,61
<S_FG>,I know who Nicole's current friendship with annoyed recently,True,No Set,recently,52,60
<S_FG>,I know who Eric's current friendship with annoyed recently,True,No Set,recently,50,58
<S_FG>,I know who Melissa's current friendship with annoyed recently,True,No Set,recently,53,61
<S_FG>,I know who Timothy's current friendship with annoyed recently,True,No Set,recently,53,61
<S_FG>,I know who Michael's recent praising of annoyed recently,True,No Set,recently,48,56
<S_FG>,I know who Ashley's recent praising of annoyed recently,True,No Set,recently,47,55
<S_FG>,I know who Daniel's recent praising of annoyed recently,True,No Set,recently,47,55
<S_FG>,I know who John's recent praising of annoyed recently,True,No Set,recently,45,53
<S_FG>,I know who Brandon's recent praising of annoyed recently,True,No Set,recently,48,56
<S_FG>,I know who William's recent praising of annoyed recently,True,No Set,recently,48,56
<S_FG>,I know who Nicole's recent praising of annoyed recently,True,No Set,recently,47,55
<S_FG>,I know who Eric's recent praising of annoyed recently,True,No Set,recently,45,53
<S_FG>,I know who Melissa's recent praising of annoyed recently,True,No Set,recently,48,56
<S_FG>,I know who Timothy's recent praising of annoyed recently,True,No Set,recently,48,56
<S_FG>,I know who Michael's current praising of annoyed recently,True,No Set,recently,49,57
<S_FG>,I know who Ashley's current praising of annoyed recently,True,No Set,recently,48,56
<S_FG>,I know who Daniel's current praising of annoyed recently,True,No Set,recently,48,56
<S_FG>,I know who John's current praising of annoyed recently,True,No Set,recently,46,54
<S_FG>,I know who Brandon's current praising of annoyed recently,True,No Set,recently,49,57
<S_FG>,I know who William's current praising of annoyed recently,True,No Set,recently,49,57
<S_FG>,I know who Nicole's current praising of annoyed recently,True,Training,recently,48,56
<S_FG>,I know who Eric's current praising of annoyed recently,True,Training,recently,46,54
<S_FG>,I know who Melissa's current praising of annoyed recently,True,Training,recently,49,57
<S_FG>,I know who Timothy's current praising of annoyed recently,True,Training,recently,49,57
<S_FG>,I know who Michael's recent talking to bothered yesterday,True,Test,yesterday,48,57
<S_FG>,I know who Ashley's recent talking to bothered yesterday,True,Test,yesterday,47,56
<S_FG>,I know who Daniel's recent talking to bothered yesterday,True,Test,yesterday,47,56
<S_FG>,I know who John's recent talking to bothered yesterday,True,Test,yesterday,45,54
<S_FG>,I know who Brandon's recent talking to bothered yesterday,True,Test,yesterday,48,57
<S_FG>,I know who William's recent talking to bothered yesterday,True,Test,yesterday,48,57
<S_FG>,I know who Nicole's recent talking to bothered yesterday,True,No Set,yesterday,47,56
<S_FG>,I know who Eric's recent talking to bothered yesterday,True,No Set,yesterday,45,54
<S_FG>,I know who Melissa's recent talking to bothered yesterday,True,No Set,yesterday,48,57
<S_FG>,I know who Timothy's recent talking to bothered yesterday,True,No Set,yesterday,48,57
<S_FG>,I know who Michael's current talking to bothered yesterday,True,No Set,yesterday,49,58
<S_FG>,I know who Ashley's current talking to bothered yesterday,True,No Set,yesterday,48,57
<S_FG>,I know who Daniel's current talking to bothered yesterday,True,No Set,yesterday,48,57
<S_FG>,I know who John's current talking to bothered yesterday,True,No Set,yesterday,46,55
<S_FG>,I know who Brandon's current talking to bothered yesterday,True,No Set,yesterday,49,58
<S_FG>,I know who William's current talking to bothered yesterday,True,No Set,yesterday,49,58
<S_FG>,I know who Nicole's current talking to bothered yesterday,True,No Set,yesterday,48,57
<S_FG>,I know who Eric's current talking to bothered yesterday,True,No Set,yesterday,46,55
<S_FG>,I know who Melissa's current talking to bothered yesterday,True,No Set,yesterday,49,58
<S_FG>,I know who Timothy's current talking to bothered yesterday,True,No Set,yesterday,49,58
<S_FG>,I know who Michael's recent attitude towards bothered yesterday,True,Test,yesterday,54,63
<S_FG>,I know who Ashley's recent attitude towards bothered yesterday,True,Test,yesterday,53,62
<S_FG>,I know who Daniel's recent attitude towards bothered yesterday,True,Test,yesterday,53,62
<S_FG>,I know who John's recent attitude towards bothered yesterday,True,Test,yesterday,51,60
<S_FG>,I know who Brandon's recent attitude towards bothered yesterday,True,Test,yesterday,54,63
<S_FG>,I know who William's recent attitude towards bothered yesterday,True,Test,yesterday,54,63
<S_FG>,I know who Nicole's recent attitude towards bothered yesterday,True,No Set,yesterday,53,62
<S_FG>,I know who Eric's recent attitude towards bothered yesterday,True,No Set,yesterday,51,60
<S_FG>,I know who Melissa's recent attitude towards bothered yesterday,True,No Set,yesterday,54,63
<S_FG>,I know who Timothy's recent attitude towards bothered yesterday,True,No Set,yesterday,54,63
<S_FG>,I know who Michael's current attitude towards bothered yesterday,True,No Set,yesterday,55,64
<S_FG>,I know who Ashley's current attitude towards bothered yesterday,True,No Set,yesterday,54,63
<S_FG>,I know who Daniel's current attitude towards bothered yesterday,True,No Set,yesterday,54,63
<S_FG>,I know who John's current attitude towards bothered yesterday,True,No Set,yesterday,52,61
<S_FG>,I know who Brandon's current attitude towards bothered yesterday,True,No Set,yesterday,55,64
<S_FG>,I know who William's current attitude towards bothered yesterday,True,No Set,yesterday,55,64
<S_FG>,I know who Nicole's current attitude towards bothered yesterday,True,No Set,yesterday,54,63
<S_FG>,I know who Eric's current attitude towards bothered yesterday,True,No Set,yesterday,52,61
<S_FG>,I know who Melissa's current attitude towards bothered yesterday,True,No Set,yesterday,55,64
